TransactionID,Date,BranchCode,TellerID,CustomerID,TransactionType,Amount,Currency
CA00035333,2025-04-11,BR040,TLR-8113,C503614,cash deposit,464.69,CAD
CA00033104,2025-04-04,BR033,TLR-9959,C501587,cash deposit,2217.18,CAD
CA00028133,2025-04-23,BR007,TLR-7844,C502406,cash withdrawal,1076.06,CAD
CA00034488,2025-04-10,BR039,TLR-2097,C502407,cash withdrawal,634.54,CAD
CA00030887,2025-04-01,BR021,TLR-9359,C502874,cash withdrawal,917.71,CAD
CA00035046,2025-04-23,BR040,TLR-5171,C502927,cash withdrawal,788.2,CAD
CA00033522,2025-04-27,BR035,TLR-7195,C503444,cash withdrawal,173.43,CAD
CA00030473,2025-04-16,BR019,TLR-1520,C502220,cash deposit,2151.57,CAD
CA00035295,2025-04-09,BR040,TLR-3716,C503420,cash withdrawal,975.43,CAD
CA00034546,2025-04-06,BR039,TLR-1402,C502001,cash withdrawal,1427.9,CAD
CA00027825,2025-04-25,BR006,TLR-2936,C503907,cash withdrawal,614.39,CAD
CA00031154,2025-04-17,BR024,TLR-5536,C503046,cash deposit,693.08,CAD
CA00029953,2025-04-08,BR017,TLR-8247,C502558,cash withdrawal,2428.94,CAD
CA00034964,2025-04-23,BR040,TLR-6262,C503443,cash deposit,1504.07,CAD
CA00034786,2025-04-27,BR040,TLR-8491,C500182,cash withdrawal,472.72,CAD
CA00030966,2025-04-15,BR022,TLR-6017,C502627,cash deposit,2578.61,CAD
CA00032145,2025-04-13,BR028,TLR-4963,C503593,cash withdrawal,3762.75,CAD
CA00033208,2025-04-21,BR034,TLR-2722,C502689,cash deposit,771.71,CAD
CA00033622,2025-04-04,BR036,TLR-7681,C501623,cash withdrawal,569.18,CAD
CA00027433,2025-04-12,BR004,TLR-7048,C502651,cash withdrawal,776.17,CAD
CA00028292,2025-04-26,BR008,TLR-9846,C503553,cash deposit,1591.67,CAD
CA00030251,2025-04-22,BR019,TLR-9403,C500057,cash deposit,1227.09,CAD
CA00028166,2025-04-04,BR007,TLR-4569,C500884,cash deposit,565.7,CAD
CA00031547,2025-04-24,BR025,TLR-1614,C500931,cash withdrawal,-1003.52,CAD
CA00028238,2025-04-16,BR008,TLR-4629,C502022,cash deposit,658.55,CAD
CA00034567,2025-04-13,BR039,TLR-8140,C501787,cash deposit,891.54,CAD
CA00027400,2025-04-22,BR004,TLR-4823,C501120,cash deposit,597.85,CAD
CA00033056,2025-04-29,BR033,TLR-3797,C500711,cash deposit,337.84,CAD
CA00031005,2025-04-01,BR022,TLR-3281,C501252,cash withdrawal,1427.59,CAD
CA00034063,2025-04-30,BR037,TLR-2911,C503592,cash deposit,1031.67,CAD
CA00027262,2025-04-30,BR003,TLR-6728,C503195,cash withdrawal,2225.73,CAD
CA00033647,2025-04-23,BR036,TLR-1048,C501424,cash withdrawal,1476.13,CAD
CA00035093,2025-04-12,BR040,TLR-2470,C503364,cash withdrawal,712.75,CAD
CA00032950,2025-04-17,BR032,TLR-9733,C502255,cash deposit,788.05,CAD
CA00031755,2025-04-29,BR026,TLR-5476,C502805,cash deposit,1298.07,CAD
CA00027587,2025-04-21,BR004,TLR-8740,C502838,cash deposit,497.84,CAD
CA00031313,2025-04-22,BR024,TLR-1425,C500784,cash withdrawal,1664.75,CAD
CA00030149,2025-04-12,BR018,TLR-7066,C500629,cash withdrawal,812.3,CAD
CA00030790,2025-04-10,BR021,TLR-5266,C502854,cash deposit,2722.96,CAD
CA00030338,2025-04-01,BR019,TLR-7137,C503203,cash withdrawal,955.05,CAD
CA00032881,2025-04-22,BR032,TLR-8671,C500127,cash withdrawal,204.47,CAD
CA00028420,2025-04-27,BR008,TLR-9759,C503622,cash withdrawal,970.16,CAD
CA00030171,2025-04-18,BR018,TLR-9347,C503591,cash withdrawal,1449.81,CAD
CA00033954,2025-04-06,BR037,TLR-5791,C501509,cash withdrawal,798.01,CAD
CA00028302,2025-04-09,BR008,TLR-9496,C501527,cash deposit,5706.9,CAD
CA00027886,2025-04-09,BR006,TLR-3005,C500983,cash deposit,747.25,CAD
CA00029140,2025-04-24,BR013,TLR-1843,C500699,cash deposit,1495.33,CAD
CA00032315,2025-04-17,BR029,TLR-1589,C503310,cash deposit,4343.97,CAD
CA00031295,2025-04-14,BR024,TLR-7138,C502655,cash deposit,1167.1,CAD
CA00035082,2025-04-02,BR040,TLR-4002,C500942,cash withdrawal,262.96,CAD
CA00034151,2025-04-11,BR037,TLR-7313,C503185,cash withdrawal,2069.56,CAD
CA00034847,2025-04-05,BR040,TLR-1370,C502262,cash withdrawal,1108.3,CAD
CA00029038,2025-04-16,BR012,TLR-1473,C503821,cash withdrawal,1936.49,CAD
CA00032842,2025-04-02,BR031,TLR-1864,C502081,cash withdrawal,755.77,CAD
CA00035071,2025-04-22,BR040,TLR-6533,C500332,cash withdrawal,698.97,CAD
CA00026899,2025-04-19,BR002,TLR-1704,C502485,cash withdrawal,-1477.68,CAD
CA00030925,2025-04-25,BR021,TLR-1684,C502665,cash deposit,386.06,CAD
CA00028673,2025-04-26,BR010,TLR-9109,C503524,cash deposit,495.1,CAD
CA00027443,2025-04-14,BR004,TLR-6018,C501600,cash deposit,1158.22,CAD
CA00027123,2025-04-26,BR003,TLR-8599,C502295,cash deposit,4026.09,CAD
CA00029625,2025-04-26,BR015,TLR-1919,C500735,cash withdrawal,3128.55,CAD
CA00032342,2025-04-07,BR030,TLR-4639,C501497,cash deposit,1075.68,CAD
CA00031979,2025-04-06,BR027,TLR-5278,C502795,cash withdrawal,825.33,CAD
CA00032851,2025-04-03,BR031,TLR-8659,C501512,cash withdrawal,1065.73,CAD
CA00030906,2025-04-27,BR021,TLR-1188,C500191,cash deposit,761.67,CAD
CA00029900,2025-04-14,BR017,TLR-8981,C503914,cash withdrawal,519.22,CAD
CA00031081,2025-04-21,BR023,TLR-9749,C503789,cash deposit,1707.22,CAD
CA00030350,2025-04-23,BR019,TLR-9365,C502294,cash deposit,2371.71,CAD
CA00031942,2025-04-21,BR027,TLR-4053,C502783,cash deposit,661.08,CAD
CA00034202,2025-04-17,BR038,TLR-7733,C502293,cash deposit,1476.47,CAD
CA00029504,2025-04-13,BR015,TLR-4591,C503629,cash deposit,1309.48,CAD
CA00031852,2025-04-09,BR026,TLR-7687,C502505,cash withdrawal,-1476.82,CAD
CA00029605,2025-04-28,BR015,TLR-8646,C500769,cash deposit,1418.76,CAD
CA00028996,2025-04-08,BR012,TLR-6591,C500355,cash withdrawal,2159.05,CAD
CA00028228,2025-04-02,BR008,TLR-3330,C501941,cash deposit,2286.99,CAD
CA00028622,2025-04-01,BR010,TLR-4701,C502453,cash deposit,1085.28,CAD
CA00027132,2025-04-22,BR003,TLR-9697,C502224,cash deposit,1563.19,CAD
CA00030961,2025-04-28,BR022,TLR-3038,C501953,cash deposit,706.89,CAD
CA00027675,2025-04-05,BR005,TLR-3222,C500129,cash deposit,1272.77,CAD
CA00031765,2025-04-21,BR026,TLR-8014,C500460,cash withdrawal,-914.18,CAD
CA00031333,2025-04-14,BR024,TLR-5321,C503524,cash deposit,247.98,CAD
CA00027336,2025-04-25,BR003,TLR-4499,C503047,cash deposit,742.65,CAD
CA00034072,2025-04-23,BR037,TLR-3604,C501160,cash withdrawal,521.15,CAD
CA00032081,2025-04-23,BR028,TLR-6625,C501926,cash deposit,656.8,CAD
CA00033037,2025-04-28,BR033,TLR-6001,C500317,cash withdrawal,768.17,CAD
CA00028230,2025-04-21,BR008,TLR-9040,C503764,cash deposit,1068.09,CAD
CA00029056,2025-04-30,BR012,TLR-4497,C500701,cash deposit,3958.81,CAD
CA00027865,2025-04-12,BR006,TLR-2441,C500897,cash withdrawal,569.13,CAD
CA00030126,2025-04-18,BR018,TLR-4230,C500901,cash withdrawal,818.34,CAD
CA00029606,2025-04-29,BR015,TLR-7681,C500789,cash deposit,2386.7,CAD
CA00034146,2025-04-09,BR037,TLR-8735,C501610,cash withdrawal,521.8,CAD
CA00027672,2025-04-18,BR005,TLR-2781,C500441,cash deposit,1516.94,CAD
CA00027255,2025-04-18,BR003,TLR-4579,C502965,cash deposit,2325.23,CAD
CA00032041,2025-04-07,BR027,TLR-2069,C501631,cash withdrawal,9211.03,CAD
CA00028680,2025-04-18,BR010,TLR-9271,C501331,cash withdrawal,1024.67,CAD
CA00030071,2025-04-18,BR017,TLR-9514,C501673,cash deposit,609.61,CAD
CA00034971,2025-04-07,BR040,TLR-9486,C501159,cash deposit,672.24,CAD
CA00029947,2025-04-27,BR017,TLR-6544,C501927,cash withdrawal,800.11,CAD
CA00028273,2025-04-05,BR008,TLR-3017,C502085,cash withdrawal,1631.65,CAD
CA00032367,2025-04-09,BR030,TLR-1323,C502476,cash withdrawal,3685.24,CAD
CA00034896,2025-04-19,BR040,TLR-3155,C500456,cash withdrawal,1283.13,CAD
CA00029249,2025-04-04,BR014,TLR-5137,C501661,cash deposit,3974.96,CAD
CA00033854,2025-04-04,BR036,TLR-1539,C503050,cash deposit,1948.67,CAD
CA00029549,2025-04-26,BR015,TLR-7351,C503525,cash withdrawal,297.36,CAD
CA00026885,2025-04-17,BR001,TLR-2802,C501155,cash withdrawal,1615.73,CAD
CA00030777,2025-04-15,BR021,TLR-8195,C503382,cash deposit,1127.51,CAD
CA00033048,2025-04-11,BR033,TLR-4251,C501898,cash deposit,6957.79,CAD
CA00034646,2025-04-09,BR040,TLR-4209,C501393,cash deposit,446.38,CAD
CA00027367,2025-04-04,BR004,TLR-1606,C500699,cash withdrawal,967.03,CAD
CA00031858,2025-04-11,BR026,TLR-4696,C501861,cash withdrawal,-7202.86,CAD
CA00031017,2025-04-17,BR022,TLR-2903,C503317,cash withdrawal,1068.89,CAD
CA00032634,2025-04-05,BR031,TLR-5267,C503937,cash deposit,981.66,CAD
CA00034288,2025-04-04,BR038,TLR-6657,C500037,cash deposit,766.92,CAD
CA00034929,2025-04-23,BR040,TLR-5912,C502729,cash deposit,743.66,CAD
CA00032039,2025-04-15,BR027,TLR-3979,C503648,cash withdrawal,9255.43,CAD
CA00033651,2025-04-30,BR036,TLR-1168,C501607,cash withdrawal,3611.61,CAD
CA00030668,2025-04-19,BR020,TLR-2309,C501014,cash deposit,2174.21,USD
CA00033054,2025-04-28,BR033,TLR-7956,C500475,cash withdrawal,1432.74,CAD
CA00031888,2025-04-03,BR027,TLR-7239,C503857,cash withdrawal,664.77,CAD
CA00031118,2025-04-16,BR023,TLR-5449,C503868,cash deposit,1392.73,CAD
CA00031201,2025-04-23,BR024,TLR-1943,C502341,cash deposit,2193.32,CAD
CA00030390,2025-04-15,BR019,TLR-4149,C501120,cash deposit,1539.13,CAD
CA00031396,2025-04-16,BR024,TLR-4521,C503594,cash deposit,4828.26,CAD
CA00035057,2025-04-10,BR040,TLR-2937,C503215,cash withdrawal,743.09,CAD
CA00029426,2025-04-06,BR015,TLR-7831,C502525,cash deposit,1266.42,CAD
CA00032916,2025-04-17,BR032,TLR-7521,C502985,cash withdrawal,667.45,CAD
CA00032997,2025-04-07,BR032,TLR-4575,C501512,cash deposit,223.49,CAD
CA00028269,2025-04-15,BR008,TLR-7171,C501312,cash deposit,2913.64,CAD
CA00031450,2025-04-09,BR025,TLR-2629,C500903,cash deposit,1007.27,CAD
CA00029314,2025-04-25,BR014,TLR-8176,C500024,cash withdrawal,524.2,CAD
CA00032022,2025-04-18,BR027,TLR-7320,C500661,cash withdrawal,1006.14,CAD
CA00028432,2025-04-06,BR008,TLR-1017,C500877,cash withdrawal,1758.27,CAD
CA00029562,2025-04-27,BR015,TLR-8678,C502767,cash withdrawal,484.36,CAD
CA00032666,2025-04-18,BR031,TLR-3523,C502435,cash deposit,410.91,CAD
CA00028254,2025-04-14,BR008,TLR-9392,C503600,cash withdrawal,1282.02,CAD
CA00027065,2025-04-21,BR002,TLR-3765,C502557,cash deposit,2538.89,CAD
CA00031713,2025-04-28,BR026,TLR-1899,C502624,cash deposit,936.3,CAD
CA00027469,2025-04-06,BR004,TLR-4943,C501343,cash deposit,872.47,CAD
CA00030275,2025-04-24,BR019,TLR-9289,C502223,cash withdrawal,873.2,CAD
CA00030647,2025-04-22,BR020,TLR-2322,C502489,cash withdrawal,657.05,USD
CA00027077,2025-04-02,BR002,TLR-8358,C503428,cash withdrawal,-431.93,CAD
CA00029649,2025-04-19,BR015,TLR-5428,C500662,cash deposit,1830.26,CAD
CA00029487,2025-04-28,BR015,TLR-8239,C502737,cash withdrawal,678.11,CAD
CA00028286,2025-04-03,BR008,TLR-9868,C502131,cash withdrawal,1341.52,CAD
CA00027220,2025-04-10,BR003,TLR-2722,C501539,cash withdrawal,1290.73,CAD
CA00026927,2025-04-19,BR002,TLR-1489,C503929,cash withdrawal,-1751.28,CAD
CA00028182,2025-04-06,BR007,TLR-6029,C500185,cash withdrawal,1703.95,CAD
CA00027465,2025-04-06,BR004,TLR-2154,C503031,cash deposit,1971.98,CAD
CA00030454,2025-04-17,BR019,TLR-1628,C501230,cash withdrawal,1046.77,CAD
CA00028774,2025-04-20,BR010,TLR-1163,C503381,cash withdrawal,728.48,CAD
CA00028469,2025-04-25,BR009,TLR-4844,C503050,cash withdrawal,754.91,CAD
CA00028161,2025-04-14,BR007,TLR-4204,C500023,cash withdrawal,211.12,CAD
CA00031447,2025-04-27,BR025,TLR-2249,C502762,cash deposit,1621.68,CAD
CA00034861,2025-04-27,BR040,TLR-2687,C500844,cash withdrawal,4983.99,CAD
CA00032313,2025-04-08,BR029,TLR-9183,C503279,cash deposit,737.84,CAD
CA00034577,2025-04-14,BR039,TLR-3085,C502211,cash withdrawal,574.17,CAD
CA00032365,2025-04-05,BR030,TLR-7131,C502476,cash deposit,827.73,CAD
CA00029717,2025-04-25,BR016,TLR-1122,C500288,cash deposit,4225.41,CAD
CA00026952,2025-04-30,BR002,TLR-3981,C502979,cash withdrawal,-2200.41,CAD
CA00034839,2025-04-08,BR040,TLR-2489,C501990,cash deposit,1155.26,CAD
CA00028856,2025-04-19,BR012,TLR-7125,C503577,cash withdrawal,3936.71,CAD
CA00030301,2025-04-07,BR019,TLR-9033,C501754,cash deposit,1053.19,CAD
CA00028324,2025-04-26,BR008,TLR-6070,C503506,cash deposit,1041.26,CAD
CA00030522,2025-04-09,BR019,TLR-5327,C502454,cash deposit,611.75,CAD
CA00031908,2025-04-07,BR027,TLR-2348,C501192,cash withdrawal,676.26,CAD
CA00029269,2025-04-05,BR014,TLR-3493,C502121,cash withdrawal,734.88,CAD
CA00032079,2025-04-10,BR028,TLR-6493,C502123,cash withdrawal,1556.66,CAD
CA00028900,2025-04-02,BR012,TLR-1492,C502565,cash withdrawal,2337.95,CAD
CA00031975,2025-04-16,BR027,TLR-1069,C500123,cash withdrawal,1031.89,CAD
CA00035097,2025-04-13,BR040,TLR-9974,C501622,cash withdrawal,167.82,CAD
CA00031720,2025-04-29,BR026,TLR-2527,C503112,cash withdrawal,-519.0,CAD
CA00028194,2025-04-08,BR007,TLR-3656,C503335,cash deposit,2543.88,CAD
CA00032490,2025-04-04,BR030,TLR-9386,C503212,cash deposit,623.75,CAD
CA00027673,2025-04-05,BR005,TLR-8135,C502607,cash deposit,991.39,CAD
CA00031220,2025-04-10,BR024,TLR-2239,C500736,cash withdrawal,743.55,CAD
CA00027674,2025-04-23,BR005,TLR-2530,C503940,cash withdrawal,1514.03,CAD
CA00026633,2025-04-22,BR001,TLR-1282,C502610,cash deposit,895.21,CAD
CA00029164,2025-04-19,BR013,TLR-9859,C502281,cash withdrawal,2895.32,CAD
CA00031035,2025-04-28,BR023,TLR-7985,C501961,cash deposit,1831.23,CAD
CA00029962,2025-04-29,BR017,TLR-2474,C500920,cash withdrawal,1471.07,CAD
CA00032587,2025-04-23,BR030,TLR-3554,C500809,cash withdrawal,906.48,CAD
CA00033999,2025-04-07,BR037,TLR-5017,C502643,cash withdrawal,2455.1,CAD
CA00033684,2025-04-28,BR036,TLR-4640,C500808,cash deposit,586.0,CAD
CA00026857,2025-04-13,BR001,TLR-7958,C500649,cash deposit,2271.66,CAD
CA00030468,2025-04-03,BR019,TLR-5918,C501109,cash deposit,605.6,CAD
CA00028797,2025-04-12,BR011,TLR-1471,C500642,cash deposit,1609.09,CAD
CA00032373,2025-04-18,BR030,TLR-3714,C503075,cash withdrawal,1988.59,CAD
CA00027726,2025-04-24,BR006,TLR-9511,C500237,cash withdrawal,1239.99,CAD
CA00030066,2025-04-11,BR017,TLR-9090,C501122,cash deposit,856.28,CAD
CA00030100,2025-04-12,BR017,TLR-3307,C503187,cash deposit,918.49,CAD
CA00026625,2025-04-15,BR001,TLR-6192,C502335,cash deposit,1267.31,CAD
CA00033770,2025-04-08,BR036,TLR-3933,C502122,cash withdrawal,2154.34,CAD
CA00033916,2025-04-11,BR037,TLR-2422,C502943,cash withdrawal,1774.17,CAD
CA00032921,2025-04-15,BR032,TLR-4076,C502415,cash withdrawal,839.91,CAD
CA00030435,2025-04-13,BR019,TLR-7885,C503919,cash withdrawal,1480.07,CAD
CA00032519,2025-04-24,BR030,TLR-7305,C502205,cash withdrawal,427.51,CAD
CA00026849,2025-04-13,BR001,TLR-2378,C502243,cash withdrawal,2073.95,CAD
CA00029817,2025-04-21,BR016,TLR-8310,C502827,cash deposit,316.77,CAD
CA00027584,2025-04-28,BR004,TLR-1447,C501408,cash deposit,349.34,CAD
CA00032855,2025-04-07,BR031,TLR-9813,C503652,cash deposit,959.47,CAD
CA00027881,2025-04-21,BR006,TLR-2126,C501681,cash deposit,2149.15,CAD
CA00033227,2025-04-30,BR034,TLR-9543,C503087,cash deposit,1778.27,CAD
CA00026801,2025-04-12,BR001,TLR-2297,C501419,cash withdrawal,1302.02,CAD
CA00033076,2025-04-15,BR033,TLR-3324,C502476,cash deposit,1426.84,CAD
CA00032294,2025-04-08,BR029,TLR-9205,C502851,cash withdrawal,547.56,CAD
CA00032651,2025-04-14,BR031,TLR-7214,C500958,cash deposit,778.07,CAD
CA00035370,2025-04-29,BR040,TLR-8993,C502439,cash withdrawal,1968.15,CAD
CA00034732,2025-04-29,BR040,TLR-5039,C501287,cash deposit,1100.42,CAD
CA00034294,2025-04-23,BR038,TLR-7534,C503047,cash deposit,10458.41,CAD
CA00028534,2025-04-04,BR009,TLR-8355,C500724,cash deposit,2601.76,CAD
CA00026599,2025-04-23,BR001,TLR-2272,C502286,cash deposit,825.83,CAD
CA00026582,2025-04-29,BR001,TLR-9836,C500187,cash deposit,2688.53,CAD
CA00028783,2025-04-15,BR011,TLR-9842,C500588,cash withdrawal,977.85,CAD
CA00030039,2025-04-07,BR017,TLR-4854,C500145,cash withdrawal,607.61,CAD
CA00029582,2025-04-20,BR015,TLR-2359,C502470,cash withdrawal,996.73,CAD
CA00035405,2025-04-14,BR040,TLR-3805,C501263,cash deposit,204.8,CAD
CA00034132,2025-04-24,BR037,TLR-7704,C501166,cash deposit,1146.62,CAD
CA00035239,2025-04-09,BR040,TLR-3130,C503653,cash deposit,593.83,CAD
CA00028445,2025-04-14,BR008,TLR-5445,C500916,cash deposit,351.53,CAD
CA00034140,2025-04-05,BR037,TLR-6448,C502900,cash deposit,4249.05,CAD
CA00028505,2025-04-03,BR009,TLR-5556,C503821,cash withdrawal,590.58,CAD
CA00034207,2025-04-10,BR038,TLR-2837,C503961,cash withdrawal,1919.86,CAD
CA00033069,2025-04-07,BR033,TLR-1932,C502372,cash deposit,1894.05,CAD
CA00034094,2025-04-14,BR037,TLR-6872,C503751,cash withdrawal,569.41,CAD
CA00029206,2025-04-17,BR014,TLR-3900,C501167,cash deposit,3205.01,CAD
CA00030429,2025-04-12,BR019,TLR-8000,C500780,cash deposit,395.29,CAD
CA00032572,2025-04-08,BR030,TLR-2680,C502707,cash deposit,752.82,CAD
CA00026964,2025-04-03,BR002,TLR-5296,C503163,cash withdrawal,-634.18,CAD
CA00027057,2025-04-01,BR002,TLR-7486,C501288,cash withdrawal,-1853.73,CAD
CA00030303,2025-04-10,BR019,TLR-9425,C502006,cash withdrawal,353.57,CAD
CA00034910,2025-04-01,BR040,TLR-3963,C502314,cash withdrawal,1733.85,CAD
CA00030152,2025-04-16,BR018,TLR-9405,C503700,cash deposit,1020.42,CAD
CA00026960,2025-04-19,BR002,TLR-8447,C500260,cash withdrawal,-298.44,CAD
CA00033787,2025-04-08,BR036,TLR-1764,C502553,cash withdrawal,511.66,CAD
CA00027941,2025-04-28,BR006,TLR-5557,C503714,cash withdrawal,6349.24,CAD
CA00033940,2025-04-29,BR037,TLR-1253,C500728,cash withdrawal,1593.85,CAD
CA00031375,2025-04-08,BR024,TLR-8287,C501936,cash deposit,929.42,CAD
CA00026925,2025-04-09,BR002,TLR-3668,C501058,cash deposit,1139.57,CAD
CA00033268,2025-04-22,BR034,TLR-9028,C502650,cash deposit,848.48,CAD
CA00026636,2025-04-22,BR001,TLR-1483,C500433,cash deposit,1014.98,CAD
CA00030327,2025-04-03,BR019,TLR-5397,C500074,cash withdrawal,612.85,CAD
CA00028037,2025-04-05,BR007,TLR-6565,C503763,cash deposit,1058.38,CAD
CA00028600,2025-04-19,BR010,TLR-7894,C501444,cash deposit,865.28,CAD
CA00029924,2025-04-24,BR017,TLR-3944,C503658,cash withdrawal,363.2,CAD
CA00026877,2025-04-04,BR001,TLR-7577,C500745,cash withdrawal,2059.67,CAD
CA00028870,2025-04-07,BR012,TLR-3243,C503433,cash deposit,1405.78,CAD
CA00029870,2025-04-12,BR016,TLR-9514,C501117,cash withdrawal,288.75,CAD
CA00026970,2025-04-15,BR002,TLR-3791,C503627,cash withdrawal,-1308.37,CAD
CA00035080,2025-04-25,BR040,TLR-1894,C503630,cash deposit,1415.34,CAD
CA00026635,2025-04-26,BR001,TLR-2473,C502056,cash deposit,2364.87,CAD
CA00034213,2025-04-06,BR038,TLR-6016,C501462,cash deposit,366.97,CAD
CA00032340,2025-04-10,BR030,TLR-9581,C500528,cash deposit,1641.35,CAD
CA00034443,2025-04-29,BR039,TLR-7653,C500847,cash deposit,1624.01,CAD
CA00032728,2025-04-26,BR031,TLR-5496,C503559,cash deposit,1200.81,CAD
CA00026747,2025-04-28,BR001,TLR-6986,C503004,cash deposit,2155.77,CAD
CA00034171,2025-04-09,BR037,TLR-2450,C500314,cash withdrawal,519.77,CAD
CA00033471,2025-04-21,BR035,TLR-2810,C502003,cash deposit,1794.88,CAD
