TransactionID,Date,BranchCode,TellerID,CustomerID,TransactionType,Amount,Currency
CA00024158,2025-03-12,BR033,TLR-9385,C502371,cash withdrawal,311.97,CAD
CA00024132,2025-03-14,BR033,TLR-7496,C500809,cash deposit,3242.06,CAD
CA00020239,2025-03-24,BR013,TLR-6100,C503256,cash withdrawal,295.65,CAD
CA00021510,2025-03-20,BR019,TLR-4140,C502496,cash deposit,1025.93,CAD
CA00022564,2025-03-25,BR025,TLR-5460,C500842,cash deposit,391.22,CAD
CA00022621,2025-03-15,BR025,TLR-3269,C500018,cash deposit,453.38,CAD
CA00022041,2025-03-11,BR023,TLR-5281,C500131,cash withdrawal,1605.78,CAD
CA00024873,2025-03-12,BR036,TLR-2046,C502857,cash deposit,1174.75,CAD
CA00024828,2025-03-12,BR036,TLR-9347,C503224,cash withdrawal,230.96,CAD
CA00022993,2025-03-18,BR027,TLR-6767,C501599,cash withdrawal,3506.69,CAD
CA00023540,2025-03-08,BR030,TLR-1148,C502365,cash deposit,1938.93,CAD
CA00026381,2025-03-21,BR040,TLR-8704,C503391,cash withdrawal,2971.88,CAD
CA00025686,2025-03-15,BR040,TLR-8970,C500926,cash deposit,449.82,CAD
CA00025953,2025-03-04,BR040,TLR-5359,C501082,cash withdrawal,339.05,CAD
CA00020479,2025-03-15,BR014,TLR-1222,C503464,cash withdrawal,2903.82,CAD
CA00020735,2025-03-30,BR015,TLR-5237,C503272,cash withdrawal,1380.43,CAD
CA00024232,2025-03-12,BR033,TLR-2513,C501941,cash deposit,1298.72,CAD
CA00025065,2025-03-30,BR037,TLR-8109,C500622,cash deposit,1889.17,CAD
CA00017721,2025-03-30,BR001,TLR-6553,C502892,cash withdrawal,632.83,CAD
CA00024892,2025-03-31,BR036,TLR-6081,C503100,cash withdrawal,732.29,CAD
CA00019952,2025-03-19,BR012,TLR-7930,C503053,cash withdrawal,466.47,CAD
CA00020864,2025-03-23,BR016,TLR-1526,C501444,cash withdrawal,595.04,CAD
CA00023375,2025-03-23,BR030,TLR-1821,C501709,cash withdrawal,894.33,CAD
CA00025319,2025-03-31,BR038,TLR-8321,C503660,cash withdrawal,2511.14,CAD
CA00018833,2025-03-27,BR006,TLR-4495,C500534,cash withdrawal,890.59,CAD
CA00022377,2025-03-24,BR024,TLR-8632,C502788,cash deposit,688.71,CAD
CA00022763,2025-03-04,BR026,TLR-8282,C501447,cash deposit,1293.54,CAD
CA00019276,2025-03-23,BR007,TLR-7844,C502118,cash withdrawal,2107.76,CAD
CA00026181,2025-03-29,BR040,TLR-2628,C501914,cash withdrawal,1324.47,CAD
CA00023322,2025-03-26,BR029,TLR-2816,C503886,cash deposit,786.72,CAD
CA00026233,2025-03-20,BR040,TLR-7987,C502479,cash withdrawal,3745.17,CAD
CA00020015,2025-03-04,BR012,TLR-5066,C501597,cash withdrawal,2122.73,CAD
CA00026513,2025-03-01,BR040,TLR-2444,C503976,cash withdrawal,720.28,CAD
CA00026053,2025-03-19,BR040,TLR-8717,C501934,cash deposit,277.03,CAD
CA00025579,2025-03-08,BR039,TLR-3700,C501849,cash deposit,1040.21,CAD
CA00025036,2025-03-25,BR037,TLR-7711,C500644,cash deposit,494.87,CAD
CA00018623,2025-03-03,BR004,TLR-2366,C503387,cash withdrawal,393.69,CAD
CA00023287,2025-03-15,BR029,TLR-2193,C503405,cash withdrawal,1897.5,CAD
CA00025013,2025-03-26,BR037,TLR-2476,C503574,cash withdrawal,561.36,CAD
CA00026474,2025-03-16,BR040,TLR-1157,C500369,cash withdrawal,833.43,CAD
CA00019803,2025-03-14,BR010,TLR-4861,C503921,cash withdrawal,1700.23,CAD
CA00024223,2025-03-12,BR033,TLR-8691,C503092,cash deposit,1298.0,CAD
CA00020323,2025-03-08,BR014,TLR-2813,C503899,cash deposit,696.13,CAD
CA00017945,2025-03-27,BR001,TLR-3112,C502249,cash deposit,2095.85,CAD
CA00022912,2025-03-04,BR027,TLR-7997,C500378,cash withdrawal,589.79,CAD
CA00026277,2025-03-06,BR040,TLR-4789,C500848,cash withdrawal,969.49,CAD
CA00025931,2025-03-10,BR040,TLR-6648,C502083,cash deposit,1466.76,CAD
CA00022048,2025-03-28,BR023,TLR-4744,C503599,cash deposit,2108.74,CAD
CA00023595,2025-03-24,BR030,TLR-4810,C501304,cash withdrawal,1063.57,CAD
CA00024737,2025-03-14,BR036,TLR-5173,C502118,cash withdrawal,1055.74,CAD
CA00020936,2025-03-24,BR016,TLR-5719,C502045,cash withdrawal,687.83,CAD
CA00019018,2025-03-14,BR006,TLR-7931,C501292,cash deposit,779.76,CAD
CA00019239,2025-03-28,BR007,TLR-4964,C502902,cash withdrawal,885.82,CAD
CA00021096,2025-03-30,BR017,TLR-6188,C500904,cash deposit,676.35,CAD
CA00024731,2025-03-28,BR036,TLR-9905,C501709,cash withdrawal,758.53,CAD
CA00022581,2025-03-08,BR025,TLR-6040,C503692,cash withdrawal,-2161.49,CAD
CA00019450,2025-03-18,BR008,TLR-7310,C503611,cash withdrawal,1318.61,CAD
CA00021734,2025-03-31,BR020,TLR-9348,C500195,cash withdrawal,1591.5,USD
CA00026382,2025-03-13,BR040,TLR-7158,C502609,cash withdrawal,640.86,CAD
CA00021672,2025-03-07,BR020,TLR-5016,C503852,cash withdrawal,534.66,USD
CA00019074,2025-03-21,BR007,TLR-7411,C501520,cash withdrawal,245.84,CAD
CA00021901,2025-03-08,BR021,TLR-2292,C501920,cash withdrawal,1462.02,CAD
CA00024142,2025-03-28,BR033,TLR-2182,C501552,cash withdrawal,567.82,CAD
CA00018059,2025-03-28,BR002,TLR-6943,C501411,cash withdrawal,-830.59,CAD
CA00024896,2025-03-07,BR036,TLR-6910,C502874,cash deposit,1857.83,CAD
CA00023726,2025-03-24,BR031,TLR-8482,C503636,cash deposit,1503.15,CAD
CA00026315,2025-03-26,BR040,TLR-1176,C503970,cash withdrawal,1723.28,CAD
CA00018314,2025-03-03,BR003,TLR-3575,C501717,cash deposit,792.77,CAD
CA00024819,2025-03-23,BR036,TLR-1075,C500439,cash withdrawal,908.05,CAD
CA00019494,2025-03-19,BR008,TLR-8732,C503393,cash withdrawal,1294.79,CAD
CA00025429,2025-03-09,BR038,TLR-7498,C501113,cash withdrawal,3153.52,CAD
CA00018276,2025-03-24,BR003,TLR-3293,C503896,cash withdrawal,1013.22,CAD
CA00025316,2025-03-31,BR038,TLR-3541,C503813,cash deposit,584.43,CAD
CA00026429,2025-03-21,BR040,TLR-7692,C503665,cash deposit,253.89,CAD
CA00019722,2025-03-24,BR009,TLR-9395,C503623,cash withdrawal,614.77,CAD
CA00022105,2025-03-29,BR023,TLR-2302,C502014,cash withdrawal,2682.31,CAD
CA00021026,2025-03-20,BR017,TLR-9951,C503482,cash withdrawal,4087.63,CAD
CA00021742,2025-03-14,BR020,TLR-8375,C502142,cash deposit,599.25,USD
CA00017913,2025-03-20,BR001,TLR-2998,C500428,cash withdrawal,1135.52,CAD
CA00019452,2025-03-04,BR008,TLR-3171,C502548,cash withdrawal,341.27,CAD
CA00018396,2025-03-29,BR003,TLR-5747,C500760,cash deposit,163.24,CAD
CA00026017,2025-03-21,BR040,TLR-5366,C502448,cash deposit,838.51,CAD
CA00025408,2025-03-26,BR038,TLR-4596,C503809,cash deposit,343.16,CAD
CA00023958,2025-03-13,BR032,TLR-8839,C500176,cash deposit,280.57,CAD
CA00025459,2025-03-26,BR038,TLR-5298,C501295,cash withdrawal,357.15,CAD
CA00018775,2025-03-09,BR005,TLR-4380,C503373,cash withdrawal,383.37,CAD
CA00022047,2025-03-13,BR023,TLR-5802,C501152,cash deposit,1855.18,CAD
CA00018033,2025-03-07,BR002,TLR-7503,C503076,cash withdrawal,-790.44,CAD
CA00019011,2025-03-24,BR006,TLR-4001,C500408,cash deposit,1130.73,CAD
CA00025247,2025-03-27,BR037,TLR-6022,C502344,cash withdrawal,1715.88,CAD
CA00023984,2025-03-21,BR032,TLR-3570,C501053,cash withdrawal,1479.84,CAD
CA00019950,2025-03-17,BR012,TLR-4796,C502695,cash withdrawal,1590.07,CAD
CA00022386,2025-03-04,BR024,TLR-7180,C501981,cash deposit,819.88,CAD
CA00025854,2025-03-16,BR040,TLR-9533,C500742,cash withdrawal,362.46,CAD
CA00022383,2025-03-24,BR024,TLR-5754,C500001,cash withdrawal,1381.9,CAD
CA00023120,2025-03-19,BR028,TLR-2624,C500303,cash withdrawal,528.62,CAD
CA00022974,2025-03-21,BR027,TLR-9615,C503599,cash withdrawal,432.05,CAD
CA00019091,2025-03-30,BR007,TLR-9259,C502893,cash withdrawal,547.05,CAD
CA00018648,2025-03-14,BR004,TLR-1493,C500312,cash withdrawal,388.83,CAD
CA00023675,2025-03-25,BR031,TLR-5414,C500207,cash deposit,358.25,CAD
CA00022966,2025-03-18,BR027,TLR-6490,C501438,cash deposit,1008.45,CAD
CA00024611,2025-03-17,BR035,TLR-3590,C500899,cash withdrawal,1201.88,CAD
CA00022230,2025-03-21,BR024,TLR-6347,C503297,cash withdrawal,650.13,CAD
CA00022111,2025-03-18,BR023,TLR-6963,C501354,cash withdrawal,629.71,CAD
CA00019746,2025-03-14,BR010,TLR-6035,C502600,cash withdrawal,414.25,CAD
CA00025876,2025-03-17,BR040,TLR-1950,C502405,cash deposit,1225.68,CAD
CA00026558,2025-03-26,BR040,TLR-6587,C501752,cash deposit,744.16,CAD
CA00025728,2025-03-25,BR040,TLR-8628,C503621,cash withdrawal,585.75,CAD
CA00020260,2025-03-13,BR013,TLR-4509,C501157,cash deposit,1622.64,CAD
CA00018457,2025-03-06,BR003,TLR-9114,C502855,cash deposit,735.59,CAD
CA00023214,2025-03-29,BR028,TLR-8142,C503573,cash deposit,1616.97,CAD
CA00025641,2025-03-11,BR039,TLR-2445,C503547,cash withdrawal,661.26,CAD
CA00021956,2025-03-15,BR022,TLR-8431,C501706,cash deposit,3767.69,CAD
CA00024945,2025-03-22,BR036,TLR-3225,C503926,cash deposit,2941.1,CAD
CA00020616,2025-03-27,BR015,TLR-3862,C501282,cash withdrawal,1379.27,CAD
CA00023258,2025-03-13,BR029,TLR-4504,C500454,cash deposit,1085.36,CAD
CA00020881,2025-03-30,BR016,TLR-4266,C500775,cash withdrawal,2160.51,CAD
CA00023932,2025-03-18,BR032,TLR-3050,C500010,cash withdrawal,2332.85,CAD
CA00021318,2025-03-18,BR018,TLR-6096,C500215,cash withdrawal,1491.19,CAD
CA00024665,2025-03-11,BR036,TLR-1697,C503793,cash withdrawal,1021.25,CAD
CA00021560,2025-03-02,BR019,TLR-2033,C503379,cash deposit,1016.5,CAD
CA00022563,2025-03-09,BR025,TLR-5874,C500600,cash withdrawal,-502.89,CAD
CA00018183,2025-03-07,BR002,TLR-1901,C501335,cash deposit,3307.97,CAD
CA00023703,2025-03-07,BR031,TLR-6940,C502390,cash withdrawal,762.72,CAD
CA00022863,2025-03-02,BR026,TLR-2673,C503229,cash withdrawal,-2167.86,CAD
CA00019166,2025-03-11,BR007,TLR-2921,C502551,cash withdrawal,1413.6,CAD
CA00020960,2025-03-27,BR017,TLR-4039,C503371,cash deposit,1275.16,CAD
CA00021342,2025-03-19,BR019,TLR-4325,C502822,cash deposit,1516.09,CAD
CA00025699,2025-03-29,BR040,TLR-1859,C501846,cash withdrawal,849.37,CAD
CA00025149,2025-03-01,BR037,TLR-8324,C501812,cash deposit,631.68,CAD
CA00022973,2025-03-22,BR027,TLR-8792,C502149,cash deposit,2141.52,CAD
CA00022811,2025-03-26,BR026,TLR-8527,C500922,cash deposit,1725.56,CAD
CA00021384,2025-03-18,BR019,TLR-5020,C500760,cash withdrawal,853.99,CAD
CA00019409,2025-03-30,BR008,TLR-7003,C502186,cash deposit,755.06,CAD
CA00023670,2025-03-21,BR031,TLR-4442,C502977,cash withdrawal,1097.65,CAD
CA00024637,2025-03-05,BR035,TLR-7646,C503218,cash deposit,924.0,CAD
CA00021536,2025-03-08,BR019,TLR-9336,C503966,cash deposit,989.49,CAD
CA00025382,2025-03-17,BR038,TLR-3606,C501672,cash deposit,1127.31,CAD
CA00025444,2025-03-18,BR038,TLR-5920,C500709,cash deposit,2869.58,CAD
CA00025346,2025-03-14,BR038,TLR-9607,C502671,cash withdrawal,814.77,CAD
CA00023938,2025-03-22,BR032,TLR-6230,C502649,cash withdrawal,292.7,CAD
CA00020170,2025-03-23,BR012,TLR-4720,C501796,cash deposit,2064.11,CAD
CA00025269,2025-03-30,BR038,TLR-4193,C503760,cash withdrawal,752.54,CAD
CA00025339,2025-03-27,BR038,TLR-3555,C500045,cash deposit,238.12,CAD
CA00024272,2025-03-07,BR034,TLR-7689,C500485,cash withdrawal,583.16,CAD
CA00019553,2025-03-02,BR009,TLR-8151,C503757,cash deposit,464.05,CAD
CA00017821,2025-03-12,BR001,TLR-1242,C502981,cash withdrawal,785.43,CAD
CA00024817,2025-03-27,BR036,TLR-8744,C500584,cash deposit,823.24,CAD
CA00023749,2025-03-26,BR031,TLR-3263,C501809,cash withdrawal,613.93,CAD
CA00024034,2025-03-30,BR032,TLR-8781,C503847,cash withdrawal,498.88,CAD
CA00017943,2025-03-22,BR001,TLR-1582,C503883,cash deposit,836.24,CAD
CA00022999,2025-03-10,BR027,TLR-7489,C503134,cash deposit,1900.59,CAD
CA00019190,2025-03-03,BR007,TLR-8850,C501940,cash withdrawal,718.61,CAD
CA00024204,2025-03-13,BR033,TLR-4046,C501059,cash deposit,1961.98,CAD
CA00021078,2025-03-22,BR017,TLR-5064,C501934,cash withdrawal,260.2,CAD
CA00018347,2025-03-21,BR003,TLR-2440,C502777,cash deposit,380.85,CAD
CA00018037,2025-03-28,BR002,TLR-9612,C503232,cash deposit,858.09,CAD
CA00025966,2025-03-24,BR040,TLR-4675,C501509,cash deposit,323.85,CAD
CA00020169,2025-03-19,BR012,TLR-7858,C500627,cash withdrawal,657.82,CAD
CA00020432,2025-03-20,BR014,TLR-6051,C503988,cash withdrawal,707.43,CAD
CA00017791,2025-03-06,BR001,TLR-6496,C501179,cash withdrawal,2707.42,CAD
CA00021658,2025-03-14,BR020,TLR-4771,C501381,cash deposit,814.76,USD
CA00023610,2025-03-30,BR030,TLR-1902,C503706,cash deposit,476.59,CAD
CA00019227,2025-03-18,BR007,TLR-2039,C501400,cash withdrawal,856.51,CAD
CA00023551,2025-03-16,BR030,TLR-1249,C500097,cash withdrawal,666.03,CAD
CA00024811,2025-03-28,BR036,TLR-6291,C502933,cash deposit,317.41,CAD
CA00025185,2025-03-19,BR037,TLR-6719,C501832,cash deposit,1765.92,CAD
CA00021893,2025-03-25,BR021,TLR-2050,C500480,cash deposit,2743.18,CAD
CA00018194,2025-03-13,BR002,TLR-5050,C501742,cash deposit,1452.1,CAD
CA00022004,2025-03-14,BR022,TLR-2339,C500153,cash withdrawal,1862.52,CAD
CA00021058,2025-03-18,BR017,TLR-8576,C500176,cash withdrawal,2276.8,CAD
CA00022212,2025-03-11,BR024,TLR-8226,C500036,cash deposit,4563.35,CAD
CA00024558,2025-03-03,BR035,TLR-4579,C503933,cash deposit,418.95,CAD
CA00025026,2025-03-02,BR037,TLR-2085,C501818,cash withdrawal,552.79,CAD
CA00021218,2025-03-11,BR018,TLR-3827,C501299,cash deposit,935.56,CAD
CA00025683,2025-03-07,BR040,TLR-6749,C501494,cash deposit,822.59,CAD
CA00022698,2025-03-31,BR026,TLR-8436,C503372,cash withdrawal,-909.44,CAD
CA00018139,2025-03-03,BR002,TLR-3279,C502665,cash deposit,2678.48,CAD
CA00021173,2025-03-26,BR017,TLR-8278,C500958,cash deposit,510.07,CAD
CA00018704,2025-03-09,BR004,TLR-8997,C503422,cash deposit,480.28,CAD
CA00023621,2025-03-21,BR030,TLR-7219,C501080,cash withdrawal,1580.78,CAD
CA00024530,2025-03-25,BR035,TLR-9041,C500419,cash withdrawal,1979.76,CAD
CA00024233,2025-03-20,BR033,TLR-5104,C500741,cash withdrawal,409.07,CAD
CA00022133,2025-03-29,BR023,TLR-6434,C501745,cash deposit,1427.72,CAD
CA00021681,2025-03-24,BR020,TLR-1459,C500429,cash withdrawal,390.19,USD
CA00026353,2025-03-12,BR040,TLR-4700,C503028,cash deposit,1352.48,CAD
CA00021370,2025-03-16,BR019,TLR-8333,C502339,cash deposit,789.26,CAD
CA00021228,2025-03-19,BR018,TLR-5240,C501872,cash deposit,193.83,CAD
CA00023238,2025-03-12,BR029,TLR-8512,C501924,cash deposit,516.42,CAD
CA00022446,2025-03-24,BR025,TLR-2948,C501159,cash withdrawal,-4469.53,CAD
CA00020609,2025-03-13,BR015,TLR-3179,C501921,cash deposit,2341.98,CAD
CA00023499,2025-03-10,BR030,TLR-4172,C501216,cash deposit,420.15,CAD
CA00023508,2025-03-14,BR030,TLR-3297,C502089,cash deposit,1244.27,CAD
CA00020258,2025-03-13,BR013,TLR-8956,C502896,cash deposit,635.49,CAD
CA00020889,2025-03-24,BR016,TLR-9744,C500731,cash withdrawal,1775.06,CAD
CA00017771,2025-03-10,BR001,TLR-7135,C500177,cash deposit,560.95,CAD
CA00024795,2025-03-18,BR036,TLR-7112,C503976,cash deposit,647.42,CAD
CA00019804,2025-03-26,BR010,TLR-5496,C502141,cash withdrawal,498.48,CAD
CA00026524,2025-03-24,BR040,TLR-2797,C503025,cash deposit,381.69,CAD
CA00020872,2025-03-10,BR016,TLR-9189,C500760,cash withdrawal,737.98,CAD
CA00021975,2025-03-07,BR022,TLR-3033,C502050,cash deposit,1898.52,CAD
CA00025162,2025-03-06,BR037,TLR-7978,C503407,cash withdrawal,2882.72,CAD
CA00017929,2025-03-30,BR001,TLR-3306,C501612,cash withdrawal,1372.87,CAD
CA00019475,2025-03-15,BR008,TLR-3501,C501805,cash deposit,1649.81,CAD
CA00019832,2025-03-28,BR010,TLR-8676,C501710,cash deposit,603.41,CAD
CA00022291,2025-03-24,BR024,TLR-8307,C500165,cash withdrawal,1962.82,CAD
CA00025061,2025-03-29,BR037,TLR-4976,C500921,cash deposit,968.36,CAD
CA00018010,2025-03-15,BR001,TLR-2812,C501179,cash withdrawal,280.13,CAD
CA00023513,2025-03-08,BR030,TLR-7993,C500275,cash withdrawal,967.64,CAD
CA00018384,2025-03-19,BR003,TLR-2750,C502541,cash withdrawal,1548.8,CAD
CA00023751,2025-03-05,BR031,TLR-4707,C501643,cash withdrawal,577.11,CAD
CA00018453,2025-03-19,BR003,TLR-9300,C503386,cash deposit,2151.25,CAD
CA00021438,2025-03-02,BR019,TLR-9557,C501287,cash deposit,931.67,CAD
CA00025560,2025-03-17,BR039,TLR-9874,C502325,cash withdrawal,1415.38,CAD
CA00024559,2025-03-27,BR035,TLR-4859,C501550,cash deposit,4098.3,CAD
CA00023532,2025-03-12,BR030,TLR-4204,C501837,cash deposit,1990.2,CAD
CA00020254,2025-03-20,BR013,TLR-5098,C502739,cash withdrawal,475.22,CAD
CA00022728,2025-03-07,BR026,TLR-9712,C503149,cash withdrawal,-1671.67,CAD
CA00024401,2025-03-07,BR034,TLR-2182,C502296,cash deposit,855.77,CAD
CA00024405,2025-03-22,BR035,TLR-6446,C503862,cash withdrawal,1430.89,CAD
CA00020838,2025-03-25,BR016,TLR-9151,C502106,cash deposit,676.95,CAD
CA00025984,2025-03-18,BR040,TLR-1655,C502016,cash withdrawal,969.31,CAD
CA00020861,2025-03-26,BR016,TLR-3649,C500823,cash withdrawal,377.62,CAD
CA00021264,2025-03-23,BR018,TLR-8539,C500461,cash deposit,507.86,CAD
CA00025586,2025-03-06,BR039,TLR-7102,C503522,cash deposit,2505.81,CAD
CA00017883,2025-03-25,BR001,TLR-2587,C502074,cash deposit,280.37,CAD
CA00018932,2025-03-26,BR006,TLR-7297,C501716,cash deposit,983.2,CAD
CA00023987,2025-03-23,BR032,TLR-5046,C503123,cash withdrawal,982.37,CAD
CA00019012,2025-03-02,BR006,TLR-9486,C501177,cash withdrawal,320.22,CAD
CA00025697,2025-03-28,BR040,TLR-2660,C502510,cash deposit,794.66,CAD
CA00025327,2025-03-03,BR038,TLR-1547,C500858,cash withdrawal,298.85,CAD
CA00022880,2025-03-26,BR026,TLR-2254,C500056,cash deposit,1677.94,CAD
CA00019061,2025-03-18,BR007,TLR-6841,C503284,cash withdrawal,505.18,CAD
CA00018766,2025-03-16,BR005,TLR-4192,C500761,cash withdrawal,718.15,CAD
CA00018067,2025-03-13,BR002,TLR-4479,C503358,cash withdrawal,-1677.51,CAD
CA00020918,2025-03-01,BR016,TLR-4062,C503499,cash withdrawal,1824.67,CAD
CA00021738,2025-03-24,BR020,TLR-9373,C503707,cash deposit,582.64,USD
CA00025460,2025-03-06,BR038,TLR-8428,C503696,cash deposit,568.45,CAD
CA00024508,2025-03-09,BR035,TLR-8284,C500355,cash withdrawal,952.97,CAD
CA00018315,2025-03-29,BR003,TLR-8702,C503163,cash withdrawal,1113.66,CAD
CA00024825,2025-03-09,BR036,TLR-4695,C503437,cash deposit,1358.01,CAD
CA00019241,2025-03-04,BR007,TLR-6087,C500670,cash deposit,1183.75,CAD
CA00019512,2025-03-13,BR008,TLR-2877,C502562,cash deposit,741.02,CAD
CA00023201,2025-03-27,BR028,TLR-4877,C501348,cash withdrawal,874.16,CAD
CA00019871,2025-03-16,BR010,TLR-6036,C500996,cash deposit,789.24,CAD
CA00019615,2025-03-24,BR009,TLR-2980,C500586,cash withdrawal,907.58,CAD
CA00020446,2025-03-19,BR014,TLR-9810,C503960,cash withdrawal,936.2,CAD
CA00021627,2025-03-20,BR020,TLR-2005,C500708,cash withdrawal,1577.39,USD
CA00017901,2025-03-09,BR001,TLR-7307,C500582,cash deposit,433.13,CAD
CA00018375,2025-03-15,BR003,TLR-9617,C501645,cash withdrawal,1868.41,CAD
CA00026192,2025-03-30,BR040,TLR-9201,C502768,cash withdrawal,2450.71,CAD
CA00023556,2025-03-23,BR030,TLR-2483,C502457,cash deposit,633.48,CAD
CA00019071,2025-03-18,BR007,TLR-2523,C503855,cash deposit,258.61,CAD
CA00024970,2025-03-22,BR036,TLR-4804,C501188,cash deposit,1140.81,CAD
CA00019054,2025-03-11,BR006,TLR-5930,C503569,cash withdrawal,2914.86,CAD
CA00026489,2025-03-22,BR040,TLR-6975,C500600,cash withdrawal,623.48,CAD
CA00025142,2025-03-17,BR037,TLR-2098,C502696,cash withdrawal,1341.34,CAD
CA00020249,2025-03-21,BR013,TLR-4200,C500796,cash deposit,731.07,CAD
CA00020648,2025-03-22,BR015,TLR-3355,C501948,cash deposit,668.14,CAD
CA00019324,2025-03-22,BR008,TLR-8610,C500803,cash withdrawal,964.97,CAD
CA00025937,2025-03-18,BR040,TLR-4527,C502684,cash withdrawal,359.25,CAD
CA00021495,2025-03-02,BR019,TLR-1548,C501710,cash deposit,223.42,CAD
CA00022077,2025-03-22,BR023,TLR-7400,C502857,cash withdrawal,1292.47,CAD
CA00019521,2025-03-04,BR009,TLR-4435,C501331,cash withdrawal,529.97,CAD
CA00020069,2025-03-28,BR012,TLR-5072,C500886,cash deposit,1989.85,CAD
CA00023479,2025-03-29,BR030,TLR-9772,C502576,cash deposit,1487.79,CAD
CA00021743,2025-03-31,BR020,TLR-8137,C500214,cash withdrawal,559.45,USD
CA00023100,2025-03-08,BR027,TLR-5726,C503663,cash withdrawal,9729.83,CAD
CA00020722,2025-03-22,BR015,TLR-8758,C503199,cash withdrawal,3021.52,CAD
CA00022361,2025-03-29,BR024,TLR-3749,C502383,cash withdrawal,342.22,CAD
CA00020274,2025-03-22,BR014,TLR-9255,C501775,cash withdrawal,308.74,CAD
CA00022836,2025-03-28,BR026,TLR-5031,C502598,cash deposit,374.91,CAD
CA00018676,2025-03-30,BR004,TLR-2615,C500515,cash withdrawal,3643.1,CAD
CA00025030,2025-03-25,BR037,TLR-3927,C502672,cash deposit,596.39,CAD
CA00026281,2025-03-16,BR040,TLR-8999,C503066,cash deposit,456.2,CAD
CA00022677,2025-03-22,BR026,TLR-7946,C502948,cash deposit,1687.34,CAD
CA00023445,2025-03-20,BR030,TLR-6029,C501075,cash withdrawal,440.98,CAD
