TransactionID,Date,BranchCode,TellerID,CustomerID,TransactionType,Amount,Currency
CA00038955,2025-05-23,BR018,TLR-1940,C501573,cash withdrawal,551.51,CAD
CA00039290,2025-05-11,BR019,TLR-6077,C502195,cash deposit,312.32,CAD
CA00041152,2025-05-04,BR029,TLR-7134,C501713,cash deposit,701.01,CAD
CA00039481,2025-05-04,BR020,TLR-2706,C502606,cash withdrawal,1037.1,USD
CA00036571,2025-05-24,BR006,TLR-3380,C503823,cash withdrawal,1438.94,CAD
CA00040217,2025-05-19,BR024,TLR-7677,C503785,cash deposit,1519.21,CAD
CA00041818,2025-05-06,BR032,TLR-3978,C502984,cash withdrawal,784.83,CAD
CA00041370,2025-05-07,BR030,TLR-6909,C501467,cash deposit,1422.17,CAD
CA00041456,2025-05-15,BR030,TLR-1073,C503265,cash deposit,491.3,CAD
CA00040251,2025-05-04,BR024,TLR-6477,C502219,cash deposit,736.08,CAD
CA00037594,2025-05-06,BR010,TLR-4745,C501491,cash withdrawal,1571.15,CAD
CA00041575,2025-05-19,BR031,TLR-4074,C503980,cash withdrawal,2805.22,CAD
CA00037918,2025-05-30,BR013,TLR-1738,C501919,cash deposit,487.63,CAD
CA00042039,2025-05-17,BR033,TLR-5358,C501786,cash deposit,156.14,CAD
CA00039850,2025-05-25,BR022,TLR-8436,C503391,cash deposit,1533.91,CAD
CA00040626,2025-05-02,BR026,TLR-1973,C500364,cash deposit,696.48,CAD
CA00038259,2025-05-03,BR015,TLR-8093,C500547,cash deposit,2508.66,CAD
CA00038516,2025-05-14,BR016,TLR-4039,C500004,cash deposit,284.23,CAD
CA00039750,2025-05-23,BR021,TLR-4627,C503816,cash withdrawal,1559.31,CAD
CA00043020,2025-05-01,BR038,TLR-4950,C501427,cash withdrawal,538.78,CAD
CA00042336,2025-05-30,BR035,TLR-3318,C502563,cash deposit,964.3,CAD
CA00038707,2025-05-22,BR017,TLR-5548,C502161,cash deposit,1290.28,CAD
CA00042415,2025-05-20,BR035,TLR-7691,C501016,cash withdrawal,463.98,CAD
CA00036930,2025-05-09,BR007,TLR-1458,C502935,cash withdrawal,1251.56,CAD
CA00042150,2025-05-26,BR034,TLR-4658,C502426,cash deposit,900.33,CAD
CA00043815,2025-05-13,BR040,TLR-3399,C501032,cash deposit,2980.83,CAD
CA00038035,2025-05-31,BR014,TLR-8541,C502592,cash withdrawal,889.36,CAD
CA00036376,2025-05-22,BR004,TLR-6634,C500487,cash withdrawal,1326.45,CAD
CA00036395,2025-05-09,BR004,TLR-8982,C503767,cash deposit,899.1,CAD
CA00036168,2025-05-10,BR003,TLR-8329,C500568,cash withdrawal,986.53,CAD
CA00043778,2025-05-09,BR040,TLR-3839,C500435,cash deposit,891.86,CAD
CA00044118,2025-05-23,BR040,TLR-9883,C500002,cash deposit,740.25,CAD
CA00041495,2025-05-27,BR031,TLR-3670,C503935,cash withdrawal,794.45,CAD
CA00038183,2025-05-02,BR014,TLR-6058,C501021,cash deposit,2052.33,CAD
CA00039402,2025-05-25,BR019,TLR-2575,C500471,cash deposit,1044.0,CAD
CA00035881,2025-05-27,BR002,TLR-2020,C503192,cash deposit,4200.72,CAD
CA00041953,2025-05-14,BR033,TLR-9906,C501269,cash withdrawal,4692.66,CAD
CA00036572,2025-05-19,BR006,TLR-9941,C501718,cash withdrawal,2792.26,CAD
CA00035519,2025-05-26,BR001,TLR-7924,C501964,cash deposit,775.68,CAD
CA00037342,2025-05-28,BR009,TLR-7360,C503766,cash withdrawal,1150.34,CAD
CA00041974,2025-05-05,BR033,TLR-9681,C500357,cash withdrawal,3513.38,CAD
CA00040026,2025-05-15,BR024,TLR-9170,C502367,cash deposit,1362.05,CAD
CA00040173,2025-05-25,BR024,TLR-6838,C503092,cash withdrawal,807.39,CAD
CA00041908,2025-05-04,BR033,TLR-7837,C500416,cash withdrawal,242.13,CAD
CA00037639,2025-05-10,BR011,TLR-1116,C501237,cash withdrawal,254.12,CAD
CA00041097,2025-05-16,BR029,TLR-7507,C501903,cash deposit,1099.61,CAD
CA00036407,2025-05-04,BR004,TLR-1130,C501182,cash deposit,804.76,CAD
CA00038517,2025-05-27,BR016,TLR-5914,C502008,cash deposit,3051.78,CAD
CA00038445,2025-05-21,BR015,TLR-3025,C501592,cash withdrawal,1823.1,CAD
CA00042564,2025-05-24,BR036,TLR-5324,C502281,cash deposit,1243.71,CAD
CA00040481,2025-05-23,BR025,TLR-2988,C500195,cash deposit,2044.5,CAD
CA00038841,2025-05-05,BR017,TLR-9185,C503101,cash withdrawal,1856.84,CAD
CA00036192,2025-05-15,BR003,TLR-6274,C501741,cash withdrawal,1279.59,CAD
CA00038887,2025-05-27,BR017,TLR-4519,C500067,cash deposit,707.88,CAD
CA00038776,2025-05-25,BR017,TLR-5934,C500380,cash withdrawal,354.78,CAD
CA00043911,2025-05-18,BR040,TLR-5231,C502801,cash deposit,380.4,CAD
CA00038576,2025-05-12,BR016,TLR-7482,C500478,cash withdrawal,957.83,CAD
CA00041439,2025-05-18,BR030,TLR-5038,C503730,cash withdrawal,364.6,CAD
CA00041779,2025-05-14,BR032,TLR-3954,C500173,cash withdrawal,429.54,CAD
CA00038960,2025-05-03,BR018,TLR-2719,C501889,cash withdrawal,893.12,CAD
CA00038181,2025-05-27,BR014,TLR-4845,C503109,cash deposit,1769.53,CAD
CA00039893,2025-05-28,BR023,TLR-6705,C502055,cash withdrawal,999.89,CAD
CA00039798,2025-05-09,BR021,TLR-8628,C502856,cash deposit,2168.02,CAD
CA00042262,2025-05-25,BR035,TLR-1518,C502045,cash deposit,1417.79,CAD
CA00041202,2025-05-07,BR029,TLR-6211,C502797,cash deposit,1315.74,CAD
CA00036984,2025-05-03,BR007,TLR-7762,C502944,cash withdrawal,1563.65,CAD
CA00040156,2025-05-28,BR024,TLR-7556,C503055,cash withdrawal,555.68,CAD
CA00043043,2025-05-09,BR038,TLR-5592,C503597,cash withdrawal,3133.64,CAD
CA00042219,2025-05-07,BR035,TLR-1533,C500529,cash withdrawal,326.18,CAD
CA00042252,2025-05-19,BR035,TLR-4992,C502223,cash withdrawal,687.56,CAD
CA00038170,2025-05-27,BR014,TLR-3033,C502805,cash deposit,381.13,CAD
CA00037575,2025-05-19,BR010,TLR-8189,C503903,cash deposit,702.1,CAD
CA00036924,2025-05-01,BR007,TLR-3160,C501997,cash deposit,1779.73,CAD
CA00037243,2025-05-14,BR008,TLR-1773,C500727,cash deposit,2094.85,CAD
CA00043237,2025-05-15,BR039,TLR-5090,C500306,cash deposit,2370.74,CAD
CA00038950,2025-05-06,BR018,TLR-8430,C503022,cash withdrawal,394.72,CAD
CA00042964,2025-05-17,BR037,TLR-2160,C502235,cash deposit,435.76,CAD
CA00043491,2025-05-25,BR040,TLR-3510,C502629,cash deposit,798.7,CAD
CA00036962,2025-05-26,BR007,TLR-4313,C501730,cash deposit,469.1,CAD
CA00036132,2025-05-31,BR003,TLR-1285,C501055,cash deposit,476.38,CAD
CA00041687,2025-05-04,BR031,TLR-6371,C500703,cash withdrawal,1651.69,CAD
CA00040005,2025-05-05,BR024,TLR-1557,C503585,cash withdrawal,981.07,CAD
CA00035490,2025-05-28,BR001,TLR-8005,C500857,cash withdrawal,2309.18,CAD
CA00043660,2025-05-01,BR040,TLR-4042,C503248,cash deposit,780.29,CAD
CA00042792,2025-05-17,BR037,TLR-4873,C501084,cash withdrawal,655.18,CAD
CA00040278,2025-05-12,BR025,TLR-5953,C500380,cash deposit,128.07,CAD
CA00040750,2025-05-13,BR027,TLR-7210,C501711,cash deposit,1713.66,CAD
CA00040689,2025-05-23,BR026,TLR-4568,C501239,cash withdrawal,-300.32,CAD
CA00041673,2025-05-11,BR031,TLR-9252,C500865,cash withdrawal,1513.19,CAD
CA00036906,2025-05-30,BR007,TLR-8739,C500935,cash withdrawal,1700.39,CAD
CA00041563,2025-05-19,BR031,TLR-3892,C501665,cash withdrawal,831.82,CAD
CA00042648,2025-05-20,BR036,TLR-6923,C501929,cash withdrawal,2198.81,CAD
CA00039291,2025-05-07,BR019,TLR-9812,C501913,cash deposit,1043.21,CAD
CA00044187,2025-05-14,BR040,TLR-2373,C502135,cash deposit,415.54,CAD
CA00044279,2025-05-17,BR040,TLR-7003,C501447,cash deposit,1945.1,CAD
CA00041965,2025-05-29,BR033,TLR-1098,C503217,cash deposit,1020.49,CAD
CA00039669,2025-05-05,BR021,TLR-6945,C501017,cash withdrawal,1518.71,CAD
CA00043933,2025-05-15,BR040,TLR-1978,C500026,cash deposit,3036.86,CAD
CA00037611,2025-05-17,BR011,TLR-9145,C501560,cash withdrawal,330.3,CAD
CA00042095,2025-05-13,BR034,TLR-8190,C500236,cash withdrawal,2022.46,CAD
CA00042164,2025-05-24,BR034,TLR-2968,C502808,cash deposit,525.5,CAD
CA00038055,2025-05-04,BR014,TLR-4400,C502721,cash withdrawal,2093.21,CAD
CA00037469,2025-05-01,BR010,TLR-9222,C503249,cash withdrawal,1258.96,CAD
CA00040880,2025-05-01,BR027,TLR-7483,C503752,cash deposit,1263.77,CAD
CA00039968,2025-05-27,BR023,TLR-5452,C502743,cash deposit,3736.17,CAD
CA00038342,2025-05-11,BR015,TLR-6541,C503624,cash withdrawal,1541.8,CAD
CA00040136,2025-05-25,BR024,TLR-8837,C502737,cash withdrawal,1945.55,CAD
CA00036047,2025-05-09,BR003,TLR-1261,C501194,cash withdrawal,711.29,CAD
CA00037484,2025-05-06,BR010,TLR-4262,C501675,cash withdrawal,267.81,CAD
CA00040337,2025-05-24,BR025,TLR-6874,C500832,cash deposit,1446.25,CAD
CA00039487,2025-05-06,BR020,TLR-3796,C501930,cash withdrawal,319.88,USD
CA00035950,2025-05-12,BR002,TLR-2296,C501374,cash deposit,2148.28,CAD
CA00035581,2025-05-05,BR001,TLR-3544,C501202,cash withdrawal,431.82,CAD
CA00039385,2025-05-18,BR019,TLR-9068,C502639,cash deposit,680.46,CAD
CA00036203,2025-05-02,BR004,TLR-8357,C501047,cash deposit,1244.89,CAD
CA00043200,2025-05-04,BR038,TLR-7905,C501886,cash deposit,1344.96,CAD
CA00036136,2025-05-15,BR003,TLR-4463,C503057,cash withdrawal,1914.02,CAD
CA00043442,2025-05-31,BR040,TLR-7377,C500796,cash withdrawal,2650.76,CAD
CA00039218,2025-05-17,BR019,TLR-4861,C501091,cash deposit,315.19,CAD
CA00036355,2025-05-16,BR004,TLR-3539,C502930,cash deposit,658.29,CAD
CA00037860,2025-05-21,BR012,TLR-6903,C500752,cash withdrawal,969.85,CAD
CA00037034,2025-05-19,BR008,TLR-8745,C500338,cash withdrawal,250.56,CAD
CA00043129,2025-05-06,BR038,TLR-5468,C501209,cash deposit,1433.27,CAD
CA00039321,2025-05-06,BR019,TLR-9952,C501623,cash deposit,1199.35,CAD
CA00044062,2025-05-04,BR040,TLR-3113,C503368,cash withdrawal,428.89,CAD
CA00041222,2025-05-12,BR030,TLR-5660,C502971,cash withdrawal,1010.37,CAD
CA00039636,2025-05-11,BR021,TLR-5029,C503323,cash deposit,829.25,CAD
CA00043579,2025-05-26,BR040,TLR-2746,C501599,cash deposit,414.59,CAD
CA00040451,2025-05-15,BR025,TLR-4238,C500767,cash deposit,311.65,CAD
CA00042883,2025-05-12,BR037,TLR-7834,C501493,cash withdrawal,1402.79,CAD
CA00043720,2025-05-06,BR040,TLR-4587,C500068,cash withdrawal,357.43,CAD
CA00040639,2025-05-09,BR026,TLR-3473,C501898,cash withdrawal,-928.13,CAD
CA00043013,2025-05-17,BR038,TLR-6728,C502754,cash withdrawal,484.36,CAD
CA00038186,2025-05-11,BR014,TLR-3093,C503348,cash deposit,317.77,CAD
CA00042272,2025-05-09,BR035,TLR-4896,C501763,cash deposit,433.93,CAD
CA00035432,2025-05-13,BR001,TLR-9832,C502752,cash withdrawal,1124.55,CAD
CA00038550,2025-05-26,BR016,TLR-2709,C503891,cash deposit,438.03,CAD
CA00041740,2025-05-28,BR031,TLR-3878,C503633,cash deposit,320.76,CAD
CA00040462,2025-05-04,BR025,TLR-7241,C500214,cash deposit,350.54,CAD
CA00035675,2025-05-17,BR001,TLR-3528,C503988,cash deposit,475.93,CAD
CA00035833,2025-05-26,BR002,TLR-2323,C501681,cash deposit,1917.69,CAD
CA00041149,2025-05-06,BR029,TLR-4842,C500698,cash withdrawal,420.38,CAD
CA00040550,2025-05-16,BR026,TLR-7636,C500125,cash withdrawal,-3313.94,CAD
CA00037204,2025-05-12,BR008,TLR-9297,C501117,cash withdrawal,205.49,CAD
CA00037227,2025-05-29,BR008,TLR-9549,C500107,cash withdrawal,806.61,CAD
CA00038730,2025-05-17,BR017,TLR-4644,C502981,cash withdrawal,917.44,CAD
CA00040674,2025-05-15,BR026,TLR-6283,C502485,cash deposit,3674.77,CAD
CA00035888,2025-05-24,BR002,TLR-1303,C501418,cash deposit,660.56,CAD
CA00040232,2025-05-15,BR024,TLR-4776,C503612,cash withdrawal,2213.45,CAD
CA00040167,2025-05-22,BR024,TLR-9152,C503639,cash withdrawal,1141.31,CAD
CA00040710,2025-05-06,BR026,TLR-9831,C501150,cash withdrawal,-616.84,CAD
CA00039195,2025-05-28,BR019,TLR-9220,C500747,cash deposit,892.55,CAD
CA00041474,2025-05-27,BR030,TLR-4218,C502824,cash withdrawal,1423.39,CAD
CA00043520,2025-05-02,BR040,TLR-9420,C500924,cash withdrawal,2314.75,CAD
CA00036950,2025-05-23,BR007,TLR-5265,C503174,cash deposit,2670.97,CAD
CA00039517,2025-05-07,BR020,TLR-7479,C503756,cash withdrawal,320.9,USD
CA00037182,2025-05-02,BR008,TLR-4700,C500948,cash withdrawal,1998.1,CAD
CA00040147,2025-05-07,BR024,TLR-9034,C503274,cash deposit,1122.01,CAD
CA00039497,2025-05-03,BR020,TLR-8214,C503387,cash withdrawal,1740.41,USD
CA00037223,2025-05-16,BR008,TLR-3102,C501263,cash deposit,393.93,CAD
CA00038231,2025-05-31,BR015,TLR-2022,C503124,cash withdrawal,319.9,CAD
CA00043258,2025-05-07,BR039,TLR-4909,C503017,cash withdrawal,754.95,CAD
CA00035820,2025-05-31,BR002,TLR-7983,C500800,cash withdrawal,-556.55,CAD
CA00037194,2025-05-19,BR008,TLR-9564,C502885,cash deposit,648.69,CAD
CA00040436,2025-05-19,BR025,TLR-2391,C500527,cash withdrawal,-452.71,CAD
CA00041717,2025-05-08,BR031,TLR-7946,C500057,cash withdrawal,733.11,CAD
CA00037316,2025-05-30,BR008,TLR-3649,C501309,cash deposit,1372.2,CAD
CA00041065,2025-05-12,BR029,TLR-8829,C500463,cash withdrawal,848.74,CAD
CA00037472,2025-05-13,BR010,TLR-5851,C502969,cash withdrawal,889.21,CAD
CA00036086,2025-05-17,BR003,TLR-9401,C502862,cash withdrawal,1463.6,CAD
CA00038276,2025-05-25,BR015,TLR-7192,C500386,cash deposit,799.96,CAD
CA00039252,2025-05-28,BR019,TLR-4887,C503565,cash withdrawal,657.18,CAD
CA00041286,2025-05-15,BR030,TLR-2085,C503192,cash withdrawal,754.91,CAD
CA00042928,2025-05-10,BR037,TLR-5825,C503250,cash deposit,800.09,CAD
CA00042903,2025-05-23,BR037,TLR-3290,C501736,cash deposit,628.11,CAD
CA00043479,2025-05-28,BR040,TLR-8803,C503523,cash deposit,1355.89,CAD
CA00037952,2025-05-13,BR013,TLR-9914,C500366,cash withdrawal,132.86,CAD
CA00041305,2025-05-16,BR030,TLR-5749,C503358,cash deposit,1106.07,CAD
CA00039926,2025-05-20,BR023,TLR-6391,C500381,cash withdrawal,1555.84,CAD
CA00043060,2025-05-31,BR038,TLR-4141,C501299,cash withdrawal,1705.94,CAD
CA00038822,2025-05-23,BR017,TLR-2700,C501946,cash withdrawal,839.57,CAD
CA00037390,2025-05-18,BR009,TLR-9803,C501728,cash deposit,1670.03,CAD
CA00038395,2025-05-01,BR015,TLR-5627,C503824,cash withdrawal,576.7,CAD
CA00042893,2025-05-04,BR037,TLR-9306,C502102,cash deposit,523.16,CAD
CA00039063,2025-05-02,BR018,TLR-9695,C502049,cash withdrawal,486.74,CAD
CA00040433,2025-05-19,BR025,TLR-3064,C502278,cash deposit,581.47,CAD
CA00040818,2025-05-18,BR027,TLR-4107,C501485,cash withdrawal,1527.43,CAD
CA00035824,2025-05-16,BR002,TLR-5940,C501845,cash deposit,659.25,CAD
CA00039098,2025-05-19,BR019,TLR-9987,C503407,cash withdrawal,1218.01,CAD
CA00040042,2025-05-16,BR024,TLR-3963,C503898,cash deposit,538.22,CAD
CA00035998,2025-05-16,BR003,TLR-7490,C501485,cash deposit,2040.47,CAD
CA00039206,2025-05-28,BR019,TLR-3079,C502016,cash deposit,882.85,CAD
CA00037931,2025-05-26,BR013,TLR-5920,C502726,cash deposit,213.02,CAD
CA00035419,2025-05-31,BR001,TLR-8521,C502752,cash deposit,1320.95,CAD
CA00038213,2025-05-29,BR014,TLR-8032,C502089,cash withdrawal,1737.19,CAD
CA00041139,2025-05-30,BR029,TLR-6204,C502405,cash deposit,1570.22,CAD
CA00042707,2025-05-16,BR036,TLR-2825,C500389,cash withdrawal,2139.29,CAD
CA00041458,2025-05-14,BR030,TLR-9781,C503034,cash withdrawal,1993.17,CAD
CA00040998,2025-05-22,BR028,TLR-1153,C501040,cash withdrawal,410.09,CAD
CA00038701,2025-05-27,BR017,TLR-8798,C502847,cash withdrawal,450.66,CAD
CA00040576,2025-05-25,BR026,TLR-6250,C503304,cash deposit,1718.3,CAD
CA00039680,2025-05-30,BR021,TLR-7202,C503879,cash withdrawal,738.67,CAD
CA00042985,2025-05-31,BR037,TLR-1331,C503688,cash withdrawal,1259.94,CAD
CA00038071,2025-05-05,BR014,TLR-7638,C503899,cash withdrawal,1646.82,CAD
CA00040369,2025-05-30,BR025,TLR-2719,C502735,cash deposit,450.81,CAD
CA00040308,2025-05-26,BR025,TLR-2906,C500923,cash withdrawal,-1081.36,CAD
CA00041204,2025-05-19,BR029,TLR-2801,C502892,cash withdrawal,753.05,CAD
CA00036579,2025-05-20,BR006,TLR-7642,C502298,cash deposit,881.32,CAD
CA00042462,2025-05-06,BR036,TLR-5094,C500206,cash deposit,832.43,CAD
CA00040468,2025-05-13,BR025,TLR-8705,C503696,cash deposit,1793.74,CAD
CA00044019,2025-05-22,BR040,TLR-9868,C502559,cash deposit,399.82,CAD
CA00035472,2025-05-04,BR001,TLR-2745,C501647,cash deposit,5033.16,CAD
CA00041541,2025-05-13,BR031,TLR-8112,C503412,cash withdrawal,1216.33,CAD
CA00038335,2025-05-11,BR015,TLR-5759,C501447,cash withdrawal,1011.57,CAD
CA00037828,2025-05-11,BR012,TLR-4434,C503044,cash deposit,1923.72,CAD
CA00036257,2025-05-24,BR004,TLR-2957,C502117,cash withdrawal,1246.43,CAD
CA00036025,2025-05-15,BR003,TLR-7351,C501334,cash deposit,257.14,CAD
CA00038940,2025-05-17,BR018,TLR-7719,C500417,cash deposit,1355.04,CAD
CA00039548,2025-05-14,BR020,TLR-5117,C500171,cash withdrawal,711.93,USD
CA00039405,2025-05-16,BR019,TLR-3235,C503695,cash deposit,421.84,CAD
CA00044113,2025-05-16,BR040,TLR-3345,C502739,cash deposit,282.51,CAD
CA00042140,2025-05-06,BR034,TLR-9111,C501360,cash deposit,663.01,CAD
CA00042354,2025-05-14,BR035,TLR-7679,C503130,cash deposit,1872.16,CAD
CA00040177,2025-05-19,BR024,TLR-7476,C500485,cash deposit,1252.58,CAD
CA00041500,2025-05-28,BR031,TLR-4353,C500180,cash deposit,1371.39,CAD
CA00041771,2025-05-01,BR032,TLR-8710,C503047,cash withdrawal,473.44,CAD
CA00041917,2025-05-21,BR033,TLR-2836,C501034,cash withdrawal,784.14,CAD
CA00039740,2025-05-17,BR021,TLR-6110,C500761,cash deposit,817.75,CAD
CA00042788,2025-05-06,BR037,TLR-2719,C500835,cash deposit,647.77,CAD
CA00037762,2025-05-28,BR012,TLR-7960,C503132,cash deposit,1551.47,CAD
CA00037299,2025-05-26,BR008,TLR-2785,C500389,cash withdrawal,3263.06,CAD
CA00038686,2025-05-26,BR016,TLR-2452,C502663,cash withdrawal,917.18,CAD
CA00041199,2025-05-22,BR029,TLR-3017,C500609,cash withdrawal,571.19,CAD
CA00035732,2025-05-05,BR001,TLR-8352,C500233,cash deposit,352.39,CAD
CA00038554,2025-05-17,BR016,TLR-8147,C503436,cash deposit,964.38,CAD
CA00043527,2025-05-18,BR040,TLR-8150,C501255,cash withdrawal,1069.97,CAD
CA00041604,2025-05-03,BR031,TLR-2388,C502474,cash deposit,1921.9,CAD
CA00038919,2025-05-31,BR017,TLR-4118,C503560,cash deposit,650.0,CAD
CA00041853,2025-05-12,BR032,TLR-2783,C503366,cash withdrawal,711.46,CAD
CA00041499,2025-05-02,BR031,TLR-6527,C501831,cash withdrawal,1705.99,CAD
CA00041724,2025-05-14,BR031,TLR-1904,C501868,cash deposit,440.91,CAD
CA00042831,2025-05-17,BR037,TLR-8707,C501781,cash deposit,521.73,CAD
CA00041452,2025-05-22,BR030,TLR-7865,C500374,cash withdrawal,1910.1,CAD
CA00036820,2025-05-06,BR006,TLR-8442,C501368,cash withdrawal,1145.06,CAD
CA00036270,2025-05-08,BR004,TLR-3442,C501447,cash withdrawal,2626.42,CAD
CA00038557,2025-05-26,BR016,TLR-1984,C502358,cash deposit,1560.16,CAD
CA00044111,2025-05-26,BR040,TLR-7080,C502445,cash withdrawal,2228.23,CAD
CA00037505,2025-05-25,BR010,TLR-5908,C502344,cash deposit,2152.79,CAD
