TransactionID,Date,BranchCode,TellerID,CustomerID,TransactionType,Amount,Currency
CA00046292,2025-06-29,BR009,TLR-7012,C500277,cash withdrawal,2322.84,CAD
CA00045227,2025-06-03,BR004,TLR-4331,C502253,cash deposit,893.37,CAD
CA00046086,2025-06-15,BR008,TLR-2369,C502127,cash deposit,86820,CAD
CA00050302,2025-06-15,BR030,TLR-9924,C502995,cash deposit,1468.27,CAD
CA00049563,2025-06-30,BR026,TLR-5305,C500750,cash withdrawal,-525.05,CAD
CA00049568,2025-06-06,BR026,TLR-4558,C502961,cash deposit,419.38,CAD
CA00044528,2025-06-26,BR001,TLR-2815,C502106,cash withdrawal,815.96,CAD
CA00045152,2025-06-14,BR004,TLR-6166,C500636,cash withdrawal,5215.32,CAD
CA00044543,2025-06-01,BR001,TLR-7081,C501572,cash deposit,1253.64,CAD
CA00053170,2025-06-27,BR040,TLR-9691,C503341,cash deposit,4569.05,CAD
CA00050864,2025-06-20,BR034,TLR-5316,C500280,cash withdrawal,1534.66,CAD
CA00050873,2025-06-07,BR034,TLR-3039,C502267,cash withdrawal,835.45,CAD
CA00046824,2025-06-01,BR013,TLR-6228,C503209,cash withdrawal,752.82,CAD
CA00045672,2025-06-29,BR007,TLR-3948,C503349,cash deposit,571.7,CAD
CA00049419,2025-06-23,BR026,TLR-4228,C500501,cash withdrawal,-1684.43,CAD
CA00046367,2025-06-16,BR010,TLR-4654,C500161,cash deposit,896.97,CAD
CA00050393,2025-06-14,BR031,TLR-9589,C502517,cash deposit,1248.07,CAD
CA00050009,2025-06-01,BR029,TLR-2648,C500683,cash withdrawal,596.29,CAD
CA00049910,2025-06-02,BR029,TLR-1023,C501531,cash deposit,557.55,CAD
CA00046637,2025-06-03,BR012,TLR-5529,C502501,cash deposit,517.8,CAD
CA00045198,2025-06-06,BR004,TLR-2160,C500470,cash deposit,432.43,CAD
CA00044489,2025-06-26,BR001,TLR-8794,C501157,cash withdrawal,686.53,CAD
CA00045566,2025-06-16,BR006,TLR-3597,C503745,cash deposit,1564.41,CAD
CA00045684,2025-06-24,BR007,TLR-1933,C502668,cash deposit,597.4,CAD
CA00044651,2025-06-29,BR002,TLR-4309,C502427,cash withdrawal,-851.57,CAD
CA00047106,2025-06-12,BR014,TLR-1943,C503630,cash withdrawal,22257,CAD
CA00044363,2025-06-17,BR001,TLR-6306,C500278,cash withdrawal,967.63,CAD
CA00046370,2025-06-08,BR010,TLR-8989,C503104,cash deposit,360.26,CAD
CA00047181,2025-06-08,BR015,TLR-5070,C503853,cash withdrawal,661.36,CAD
CA00045239,2025-06-02,BR004,TLR-6810,C500868,cash withdrawal,1011.48,CAD
CA00051867,2025-06-02,BR037,TLR-8424,C500239,cash deposit,1207.77,CAD
CA00053224,2025-06-20,BR040,TLR-2053,C503717,cash deposit,1081.51,CAD
CA00051386,2025-06-27,BR036,TLR-3377,C501048,cash withdrawal,667.94,CAD
CA00047021,2025-06-23,BR014,TLR-9783,C502271,cash withdrawal,61441,CAD
CA00045726,2025-06-09,BR007,TLR-1426,C502352,cash withdrawal,705.96,CAD
CA00047002,2025-06-14,BR014,TLR-9211,C500083,cash withdrawal,160.16,CAD
CA00046796,2025-06-20,BR012,TLR-4251,C501688,cash deposit,44487,CAD
CA00052641,2025-06-04,BR040,TLR-1647,C503212,cash deposit,2578.44,CAD
CA00044588,2025-06-01,BR002,TLR-9742,C502479,cash withdrawal,-82256,CAD
CA00048759,2025-06-15,BR023,TLR-5190,C503487,cash deposit,409.99,CAD
CA00046875,2025-06-06,BR013,TLR-9666,C500713,cash withdrawal,1521.71,CAD
CA00045125,2025-06-30,BR004,TLR-1845,C503578,cash deposit,1528.46,CAD
CA00047380,2025-06-08,BR015,TLR-7425,C501590,cash deposit,1129.08,CAD
CA00052052,2025-06-30,BR038,TLR-1072,C500789,cash deposit,453.57,CAD
CA00047931,2025-06-19,BR018,TLR-3174,C500938,cash withdrawal,1873.2,CAD
CA00050478,2025-06-08,BR031,TLR-1445,C502813,cash withdrawal,419.05,CAD
CA00051636,2025-06-21,BR037,TLR-4186,C502338,cash withdrawal,824.36,CAD
CA00053132,2025-06-29,BR040,TLR-7404,C503276,cash withdrawal,869.43,CAD
CA00045621,2025-06-12,BR006,TLR-7844,C503400,cash withdrawal,1375.56,CAD
CA00051553,2025-06-15,BR036,TLR-1050,C503412,cash withdrawal,44332,CAD
CA00052085,2025-06-05,BR038,TLR-8736,C501680,cash deposit,4342.72,CAD
CA00045085,2025-06-16,BR004,TLR-8563,C503304,cash withdrawal,1409.7,CAD
CA00051953,2025-06-21,BR038,TLR-8680,C501252,cash deposit,2295.94,CAD
CA00050116,2025-06-08,BR030,TLR-2831,C502122,cash withdrawal,614.68,CAD
CA00046954,2025-06-18,BR014,TLR-5054,C500909,cash deposit,861.32,CAD
CA00052282,2025-06-12,BR039,TLR-5124,C503405,cash deposit,170003,CAD
CA00047482,2025-06-17,BR016,TLR-3012,C500815,cash deposit,1080.67,CAD
CA00046148,2025-06-16,BR009,TLR-7807,C503574,cash withdrawal,440.62,CAD
CA00048923,2025-06-16,BR024,TLR-7229,C502735,cash deposit,3259.99,CAD
CA00051954,2025-06-22,BR038,TLR-8909,C501305,cash deposit,2944.64,CAD
CA00048009,2025-06-28,BR019,TLR-5603,C503880,cash withdrawal,917.55,CAD
CA00050629,2025-06-27,BR032,TLR-9500,C502679,cash withdrawal,785.06,CAD
CA00047062,2025-06-23,BR014,TLR-5226,C503912,cash deposit,1996.64,CAD
CA00044392,2025-06-29,BR001,TLR-9613,C501464,cash withdrawal,1769.08,CAD
CA00051274,2025-06-13,BR035,TLR-5574,C500983,cash deposit,883.95,CAD
CA00046495,2025-06-05,BR010,TLR-7129,C501294,cash deposit,1452.29,CAD
CA00052637,2025-06-03,BR040,TLR-9272,C503364,cash withdrawal,408.94,CAD
CA00045439,2025-06-11,BR006,TLR-9180,C501544,cash withdrawal,3187.41,CAD
CA00045703,2025-06-18,BR007,TLR-5559,C501071,cash deposit,221.08,CAD
CA00046053,2025-06-25,BR008,TLR-4629,C500495,cash withdrawal,2091.6,CAD
CA00046223,2025-06-24,BR009,TLR-5731,C503605,cash withdrawal,633.81,CAD
CA00046939,2025-06-26,BR014,TLR-5741,C501368,cash withdrawal,605.61,CAD
CA00052679,2025-06-23,BR040,TLR-5260,C500935,cash deposit,1118.08,CAD
CA00050289,2025-06-02,BR030,TLR-1993,C503133,cash withdrawal,978.3,CAD
CA00052781,2025-06-28,BR040,TLR-8292,C500102,cash deposit,22002,CAD
CA00044942,2025-06-12,BR003,TLR-2998,C503543,cash deposit,1507.11,CAD
CA00047145,2025-06-14,BR015,TLR-9582,C503923,cash deposit,193.74,CAD
CA00048195,2025-06-02,BR019,TLR-6773,C503139,cash withdrawal,1204.57,CAD
CA00051437,2025-06-29,BR036,TLR-7598,C501130,cash deposit,1192.91,CAD
CA00051680,2025-06-17,BR037,TLR-9963,C500080,cash withdrawal,592.71,CAD
CA00053227,2025-06-21,BR040,TLR-2825,C500696,cash deposit,1640.83,CAD
CA00051754,2025-06-04,BR037,TLR-4884,C500250,cash withdrawal,1137.67,CAD
CA00046071,2025-06-26,BR008,TLR-7610,C503598,cash withdrawal,1435.38,CAD
CA00045237,2025-06-06,BR004,TLR-8531,C500350,cash withdrawal,591.27,CAD
CA00047753,2025-06-24,BR017,TLR-7304,C500868,cash withdrawal,54223,CAD
CA00051893,2025-06-13,BR038,TLR-5803,C501142,cash withdrawal,1111.59,CAD
CA00049198,2025-06-01,BR025,TLR-6313,C503029,cash withdrawal,-341.49,CAD
CA00050190,2025-06-24,BR030,TLR-4386,C503269,cash deposit,16446,CAD
CA00047327,2025-06-20,BR015,TLR-7172,C500883,cash deposit,345.53,CAD
CA00046741,2025-06-27,BR012,TLR-8175,C500612,cash deposit,640.66,CAD
CA00046126,2025-06-21,BR009,TLR-8362,C501161,cash withdrawal,2045.7,CAD
CA00051191,2025-06-14,BR035,TLR-9730,C503005,cash withdrawal,821.63,CAD
CA00044408,2025-06-19,BR001,TLR-5506,C502555,cash deposit,594.79,CAD
CA00050594,2025-06-01,BR032,TLR-7907,C503973,cash deposit,3078.45,CAD
CA00047844,2025-06-17,BR018,TLR-9124,C503745,cash withdrawal,1306.71,CAD
CA00052240,2025-06-27,BR039,TLR-6114,C502786,cash deposit,1536.55,CAD
CA00053004,2025-06-16,BR040,TLR-3854,C503057,cash withdrawal,803.98,CAD
CA00048542,2025-06-02,BR021,TLR-8362,C500927,cash withdrawal,5182.64,CAD
CA00052803,2025-06-01,BR040,TLR-5807,C500349,cash deposit,1687.87,CAD
CA00049575,2025-06-29,BR027,TLR-3749,C503797,cash withdrawal,527.13,CAD
CA00049036,2025-06-15,BR024,TLR-9265,C503784,cash deposit,2173.31,CAD
CA00051048,2025-06-10,BR035,TLR-2818,C502952,cash deposit,1625.49,CAD
CA00044553,2025-06-14,BR001,TLR-2183,C501203,cash withdrawal,1602.83,CAD
CA00048393,2025-06-05,BR020,TLR-4671,C502011,cash deposit,596.38,USD
CA00051111,2025-06-12,BR035,TLR-2392,C500708,cash deposit,835.4,CAD
CA00046895,2025-06-28,BR013,TLR-2973,C501737,cash withdrawal,2301.47,CAD
CA00048047,2025-06-27,BR019,TLR-4810,C501694,cash withdrawal,303.63,CAD
CA00050776,2025-06-19,BR033,TLR-8392,C503378,cash deposit,548.85,CAD
CA00050391,2025-06-26,BR031,TLR-8782,C501834,cash withdrawal,2807.13,CAD
CA00045463,2025-06-18,BR006,TLR-5120,C501197,cash deposit,53769,CAD
CA00049041,2025-06-12,BR024,TLR-9769,C503449,cash deposit,85841,CAD
CA00048366,2025-06-12,BR020,TLR-8224,C500148,cash deposit,307.73,USD
CA00052684,2025-06-26,BR040,TLR-4738,C500348,cash withdrawal,3226.59,CAD
CA00048891,2025-06-17,BR024,TLR-7554,C502840,cash deposit,3116.47,CAD
CA00045751,2025-06-16,BR007,TLR-4678,C500971,cash deposit,1013.03,CAD
CA00049664,2025-06-05,BR027,TLR-5644,C501263,cash withdrawal,1657.32,CAD
CA00052405,2025-06-07,BR040,TLR-1585,C502233,cash deposit,621.94,CAD
CA00048919,2025-06-06,BR024,TLR-5797,C503602,cash deposit,686.17,CAD
CA00049049,2025-06-03,BR024,TLR-3673,C502500,cash withdrawal,526.25,CAD
CA00047017,2025-06-14,BR014,TLR-9319,C502392,cash deposit,1365.28,CAD
CA00048786,2025-06-28,BR024,TLR-8569,C500457,cash withdrawal,333823,CAD
CA00053230,2025-06-05,BR040,TLR-9471,C501986,cash deposit,1675.12,CAD
CA00045406,2025-06-29,BR006,TLR-7332,C502462,cash deposit,210.39,CAD
CA00044466,2025-06-12,BR001,TLR-1914,C503520,cash deposit,114762,CAD
CA00045033,2025-06-03,BR004,TLR-8067,C502822,cash deposit,1280.36,CAD
CA00048720,2025-06-01,BR023,TLR-7208,C500077,cash withdrawal,807.83,CAD
CA00049919,2025-06-28,BR029,TLR-1797,C502130,cash withdrawal,594.32,CAD
CA00044976,2025-06-15,BR003,TLR-3964,C502480,cash deposit,1204.71,CAD
CA00049043,2025-06-26,BR024,TLR-4338,C503310,cash withdrawal,2518.21,CAD
CA00048387,2025-06-22,BR020,TLR-2720,C502334,cash withdrawal,440.12,USD
CA00046480,2025-06-12,BR010,TLR-9767,C502104,cash withdrawal,1250.21,CAD
CA00049126,2025-06-25,BR025,TLR-1343,C503101,cash deposit,1180.27,CAD
CA00048080,2025-06-17,BR019,TLR-5788,C502527,cash deposit,2199.86,CAD
CA00047197,2025-06-09,BR015,TLR-8622,C500904,cash deposit,117626,CAD
CA00050877,2025-06-15,BR034,TLR-5460,C502881,cash withdrawal,2674.2,CAD
CA00044969,2025-06-03,BR003,TLR-8247,C500928,cash withdrawal,1798.46,CAD
CA00052208,2025-06-19,BR039,TLR-3942,C503342,cash withdrawal,1038.98,CAD
CA00047354,2025-06-21,BR015,TLR-4811,C501820,cash withdrawal,1105.87,CAD
CA00048299,2025-06-24,BR020,TLR-3376,C503988,cash withdrawal,229189,USD
CA00050507,2025-06-06,BR031,TLR-6331,C500031,cash deposit,2653.54,CAD
CA00045657,2025-06-19,BR007,TLR-1040,C500989,cash withdrawal,73786,CAD
CA00051415,2025-06-07,BR036,TLR-6837,C503342,cash deposit,1106.65,CAD
CA00052541,2025-06-09,BR040,TLR-5454,C500088,cash deposit,56785,CAD
CA00051366,2025-06-24,BR036,TLR-1777,C503970,cash withdrawal,656.01,CAD
CA00047916,2025-06-19,BR018,TLR-4036,C500782,cash deposit,426.94,CAD
CA00053278,2025-06-08,BR040,TLR-3636,C503988,cash withdrawal,1308.08,CAD
CA00050863,2025-06-14,BR034,TLR-1110,C503716,cash withdrawal,924.04,CAD
CA00045418,2025-06-19,BR006,TLR-6716,C503576,cash withdrawal,2195.51,CAD
CA00049411,2025-06-11,BR026,TLR-8326,C501805,cash withdrawal,-78197,CAD
CA00050502,2025-06-09,BR031,TLR-2488,C502102,cash withdrawal,2564.61,CAD
CA00044471,2025-06-03,BR001,TLR-4037,C502914,cash deposit,5360.07,CAD
CA00053131,2025-06-11,BR040,TLR-4280,C502098,cash deposit,1095.29,CAD
CA00051970,2025-06-13,BR038,TLR-5212,C502201,cash deposit,706.48,CAD
CA00048014,2025-06-05,BR019,TLR-4854,C500141,cash withdrawal,1239.45,CAD
CA00048093,2025-06-03,BR019,TLR-5942,C503701,cash deposit,3402.61,CAD
CA00048137,2025-06-29,BR019,TLR-6620,C503815,cash withdrawal,47407,CAD
CA00045950,2025-06-16,BR008,TLR-5935,C502144,cash deposit,146814,CAD
CA00052410,2025-06-27,BR040,TLR-7775,C501782,cash withdrawal,3264.03,CAD
CA00048769,2025-06-20,BR023,TLR-6684,C500082,cash withdrawal,4609.13,CAD
CA00046524,2025-06-22,BR011,TLR-5598,C502691,cash withdrawal,1934.5,CAD
CA00050335,2025-06-17,BR031,TLR-7532,C501259,cash withdrawal,430.69,CAD
CA00052148,2025-06-25,BR039,TLR-7433,C503255,cash deposit,1040.79,CAD
CA00051756,2025-06-28,BR037,TLR-7104,C503609,cash deposit,403.14,CAD
CA00047413,2025-06-25,BR016,TLR-9238,C501363,cash deposit,534.12,CAD
CA00045649,2025-06-27,BR007,TLR-2345,C503852,cash deposit,28932,CAD
CA00051519,2025-06-04,BR036,TLR-6214,C503317,cash withdrawal,180836,CAD
CA00046301,2025-06-11,BR009,TLR-9518,C500846,cash deposit,1947.74,CAD
CA00052687,2025-06-25,BR040,TLR-4901,C503284,cash deposit,1018.1,CAD
CA00049899,2025-06-07,BR029,TLR-6618,C502282,cash deposit,2594.37,CAD
CA00048148,2025-06-14,BR019,TLR-8195,C502933,cash withdrawal,2021.64,CAD
CA00045082,2025-06-18,BR004,TLR-2860,C502671,cash withdrawal,179582,CAD
