TransactionID,Date,BranchCode,TellerID,CustomerID,TransactionType,Amount,Currency
CA00004395,2025-01-04,BR023,TLR-1634,C503458,cash withdrawal,979.67,CAD
CA00000141,2025-01-27,BR001,TLR-4656,C502681,cash deposit,741.91,CAD
CA00006325,2025-01-23,BR032,TLR-8051,C502697,cash withdrawal,3328.16,CAD
CA00000766,2025-01-17,BR004,TLR-3487,C501210,cash withdrawal,1467.62,CAD
CA00000582,2025-01-06,BR003,TLR-6225,C502835,cash withdrawal,2363.94,CAD
CA00000745,2025-01-21,BR003,TLR-8389,C500359,cash deposit,299.57,CAD
CA00006401,2025-01-12,BR032,TLR-4357,C501277,cash withdrawal,560.1,CAD
CA00001088,2025-01-09,BR006,TLR-5009,C501234,cash deposit,1724.39,CAD
CA00003040,2025-01-20,BR016,TLR-4597,C502026,cash deposit,254.24,CAD
CA00002163,2025-01-09,BR011,TLR-2381,C501282,cash withdrawal,806.08,CAD
CA00002132,2025-01-31,BR011,TLR-9737,C503560,cash deposit,859.54,CAD
CA00006043,2025-01-27,BR031,TLR-6749,C502349,cash withdrawal,1163.92,CAD
CA00005611,2025-01-26,BR029,TLR-2914,C500887,cash withdrawal,1210.87,CAD
CA00004391,2025-01-07,BR023,TLR-5772,C503537,cash withdrawal,2464.03,CAD
CA00005584,2025-01-11,BR029,TLR-4388,C503514,cash deposit,766.46,CAD
CA00006831,2025-01-13,BR035,TLR-3358,C502936,cash deposit,1729.15,CAD
CA00003136,2025-01-14,BR016,TLR-8715,C500828,cash deposit,790.21,CAD
CA00000658,2025-01-14,BR003,TLR-9585,C500663,cash deposit,985.24,CAD
CA00008264,2025-01-14,BR040,TLR-7371,C501281,cash deposit,579.26,CAD
CA00002796,2025-01-15,BR015,TLR-3410,C500227,cash deposit,1360.44,CAD
CA00006240,2025-01-31,BR031,TLR-8213,C503484,cash deposit,2257.47,CAD
CA00002377,2025-01-19,BR012,TLR-3872,C500717,cash deposit,9647.58,CAD
CA00003415,2025-01-27,BR017,TLR-4302,C503666,cash withdrawal,412.84,CAD
CA00007583,2025-01-24,BR037,TLR-9773,C501344,cash deposit,1320.29,CAD
CA00000127,2025-01-13,BR001,TLR-4849,C500704,cash withdrawal,591.59,CAD
CA00002127,2025-01-23,BR011,TLR-1375,C500991,cash withdrawal,1173.78,CAD
CA00006045,2025-01-04,BR031,TLR-1465,C502509,cash deposit,513.31,CAD
CA00007521,2025-01-04,BR037,TLR-1943,C502305,cash deposit,1533.06,CAD
CA00007545,2025-01-17,BR037,TLR-7734,C503134,cash withdrawal,1258.88,CAD
CA00005927,2025-01-11,BR030,TLR-8208,C503996,cash withdrawal,508.69,CAD
CA00004723,2025-01-15,BR024,TLR-7913,C503709,cash deposit,605.54,CAD
CA00004842,2025-01-10,BR025,TLR-1006,C500978,cash deposit,802.68,CAD
CA00007256,2025-01-05,BR036,TLR-9155,C502558,cash deposit,1518.14,CAD
CA00000835,2025-01-16,BR004,TLR-8195,C501263,cash deposit,1302.78,CAD
CA00006302,2025-01-15,BR032,TLR-2774,C503840,cash withdrawal,832.37,CAD
CA00002564,2025-01-04,BR014,TLR-6770,C503725,cash withdrawal,954.97,CAD
CA00001566,2025-01-04,BR007,TLR-6099,C502126,cash withdrawal,882.92,CAD
CA00004293,2025-01-21,BR022,TLR-8082,C503467,cash deposit,651.99,CAD
CA00005543,2025-01-28,BR028,TLR-6371,C502841,cash deposit,2459.21,CAD
CA00008613,2025-01-02,BR040,TLR-5456,C502190,cash deposit,635.44,CAD
CA00002489,2025-01-15,BR013,TLR-7826,C501967,cash deposit,1815.25,CAD
CA00006482,2025-01-18,BR033,TLR-2377,C500458,cash withdrawal,405.14,CAD
CA00008540,2025-01-29,BR040,TLR-3840,C503171,cash withdrawal,820.88,CAD
CA00001056,2025-01-17,BR005,TLR-1704,C500780,cash withdrawal,451.54,CAD
CA00003191,2025-01-28,BR016,TLR-7201,C503177,cash deposit,540.31,CAD
CA00001302,2025-01-09,BR006,TLR-7780,C502526,cash withdrawal,678.61,CAD
CA00000842,2025-01-22,BR004,TLR-2996,C503090,cash deposit,1687.92,CAD
CA00008072,2025-01-29,BR040,TLR-7271,C502711,cash withdrawal,358.37,CAD
CA00004310,2025-01-22,BR022,TLR-2225,C501072,cash withdrawal,966.43,CAD
CA00006766,2025-01-20,BR034,TLR-9684,C503868,cash withdrawal,857.23,CAD
CA00003793,2025-01-27,BR019,TLR-6261,C501311,cash withdrawal,361.86,CAD
CA00001256,2025-01-03,BR006,TLR-3251,C501653,cash deposit,1629.48,CAD
CA00001334,2025-01-16,BR006,TLR-8839,C501670,cash deposit,1625.99,CAD
CA00004107,2025-01-20,BR021,TLR-7584,C502123,cash withdrawal,1087.97,CAD
CA00008543,2025-01-30,BR040,TLR-8783,C503894,cash deposit,710.12,CAD
CA00053285,2025-01-14,BR019,TLR-2862,W977935,cash deposit,404.2,CAD
CA00006755,2025-01-03,BR034,TLR-3951,C500103,cash deposit,1236.78,CAD
CA00005680,2025-01-28,BR029,TLR-9134,C502124,cash deposit,1081.02,CAD
CA00000442,2025-01-11,BR002,TLR-6305,C501411,cash deposit,178.98,CAD
CA00008006,2025-01-20,BR040,TLR-1962,C501025,cash deposit,427.84,CAD
CA00002505,2025-01-24,BR014,TLR-4302,C503806,cash deposit,1815.41,CAD
CA00003806,2025-01-29,BR019,TLR-2733,C500033,cash withdrawal,118.53,CAD
CA00004414,2025-01-02,BR023,TLR-8287,C503652,cash withdrawal,859.6,CAD
CA00005521,2025-01-10,BR028,TLR-3634,C500880,cash withdrawal,1965.91,CAD
CA00003624,2025-01-18,BR019,TLR-3458,C501229,cash deposit,1009.7,CAD
CA00002879,2025-01-20,BR015,TLR-8170,C501019,cash deposit,125.85,CAD
CA00002980,2025-01-26,BR015,TLR-2470,C500028,cash deposit,1711.58,CAD
CA00005386,2025-01-02,BR027,TLR-4523,C501142,cash withdrawal,302.45,CAD
CA00000361,2025-01-23,BR002,TLR-3306,C502836,cash deposit,1275.17,CAD
CA00001369,2025-01-25,BR007,TLR-2560,C503811,cash deposit,1119.42,CAD
CA00006772,2025-01-14,BR035,TLR-2862,C500995,cash deposit,2998.64,CAD
CA00008365,2025-01-18,BR040,TLR-7522,C502678,cash deposit,1091.27,CAD
CA00001601,2025-01-03,BR008,TLR-7889,C500011,cash withdrawal,362.18,CAD
CA00002923,2025-01-04,BR015,TLR-7637,C500525,cash deposit,2011.75,CAD
CA00001221,2025-01-09,BR006,TLR-4585,C503606,cash deposit,832.24,CAD
CA00003575,2025-01-03,BR019,TLR-4876,C501952,cash withdrawal,1070.79,CAD
CA00002365,2025-01-26,BR012,TLR-5590,C502525,cash deposit,1780.02,CAD
CA00002445,2025-01-29,BR013,TLR-4320,C501049,cash deposit,167.98,CAD
CA00005354,2025-01-23,BR027,TLR-2371,C500195,cash withdrawal,2365.49,CAD
CA00008391,2025-01-15,BR040,TLR-6110,C503403,cash withdrawal,345.61,CAD
CA00006899,2025-01-08,BR035,TLR-6360,C503340,cash withdrawal,868.96,CAD
CA00003650,2025-01-29,BR019,TLR-9304,C503362,cash deposit,1369.47,CAD
CA00005198,2025-01-19,BR026,TLR-6360,C501680,cash withdrawal,-403.63,CAD
CA00006938,2025-01-18,BR035,TLR-3249,C502834,cash withdrawal,1512.91,CAD
CA00008526,2025-01-03,BR040,TLR-1806,C503993,cash withdrawal,192.25,CAD
CA00005613,2025-01-02,BR029,TLR-1444,C500102,cash deposit,1569.34,CAD
CA00000188,2025-01-23,BR001,TLR-7329,C500065,cash withdrawal,1684.44,CAD
CA00007881,2025-01-10,BR039,TLR-8679,C500111,cash deposit,820.07,CAD
CA00001117,2025-01-13,BR006,TLR-6989,C503038,cash deposit,1089.63,CAD
CA00004921,2025-01-22,BR025,TLR-5325,C502889,cash withdrawal,-472.73,CAD
CA00000114,2025-01-29,BR001,TLR-5951,C501417,cash deposit,2692.95,CAD
CA00005060,2025-01-03,BR026,TLR-8608,C500280,cash withdrawal,-1396.39,CAD
CA00004331,2025-01-06,BR023,TLR-6980,C503335,cash deposit,202.18,CAD
CA00001040,2025-01-08,BR005,TLR-1730,C503341,cash withdrawal,710.59,CAD
CA00002010,2025-01-02,BR010,TLR-5102,C503574,cash withdrawal,1451.37,CAD
CA00000363,2025-01-28,BR002,TLR-6403,C503400,cash deposit,251.5,CAD
CA00002401,2025-01-21,BR013,TLR-6867,C503249,cash deposit,1037.6,CAD
CA00000562,2025-01-14,BR003,TLR-4764,C503271,cash withdrawal,1290.81,CAD
CA00008678,2025-01-27,BR040,TLR-2456,C500615,cash deposit,486.76,CAD
CA00005623,2025-01-25,BR029,TLR-4926,C503056,cash withdrawal,1010.58,CAD
CA00002153,2025-01-16,BR011,TLR-7652,C502021,cash withdrawal,388.38,CAD
CA00000510,2025-01-04,BR002,TLR-1949,C502480,cash deposit,654.3,CAD
CA00000743,2025-01-21,BR003,TLR-3483,C500385,cash withdrawal,463.46,CAD
CA00008022,2025-01-04,BR040,TLR-7535,C503881,cash deposit,374.28,CAD
CA00004917,2025-01-06,BR025,TLR-2097,C503783,cash deposit,754.7,CAD
CA00003038,2025-01-21,BR016,TLR-9060,C502526,cash withdrawal,1323.02,CAD
CA00001596,2025-01-27,BR008,TLR-1484,C502329,cash deposit,647.75,CAD
CA00006707,2025-01-13,BR034,TLR-4961,C502240,cash deposit,1480.36,CAD
CA00004855,2025-01-21,BR025,TLR-7833,C500540,cash withdrawal,-439.38,CAD
CA00001072,2025-01-17,BR005,TLR-6839,C502030,cash withdrawal,706.17,CAD
CA00000210,2025-01-28,BR001,TLR-4080,C503932,cash withdrawal,442.56,CAD
CA00007393,2025-01-18,BR037,TLR-1133,C501474,cash withdrawal,794.95,CAD
CA00002966,2025-01-31,BR015,TLR-7880,C503232,cash withdrawal,529.38,CAD
CA00004526,2025-01-15,BR024,TLR-1356,C501305,cash withdrawal,448.57,CAD
CA00008425,2025-01-27,BR040,TLR-4091,C500001,cash deposit,348.02,CAD
CA00001955,2025-01-07,BR010,TLR-1787,C503769,cash withdrawal,2901.76,CAD
CA00005050,2025-01-24,BR026,TLR-7995,C500718,cash withdrawal,-412.71,CAD
CA00005355,2025-01-21,BR027,TLR-9787,C503833,cash withdrawal,2064.47,CAD
CA00008475,2025-01-26,BR040,TLR-2118,C501871,cash deposit,525.82,CAD
CA00001421,2025-01-08,BR007,TLR-4065,C501063,cash withdrawal,1051.8,CAD
CA00002263,2025-01-30,BR012,TLR-8552,C500601,cash deposit,2121.08,CAD
CA00004720,2025-01-21,BR024,TLR-7775,C501744,cash deposit,1195.41,CAD
CA00005723,2025-01-02,BR030,TLR-1085,C503333,cash deposit,725.24,CAD
CA00006627,2025-01-04,BR034,TLR-9004,C501046,cash withdrawal,1291.77,CAD
CA00006249,2025-01-01,BR031,TLR-3213,C500090,cash deposit,383.66,CAD
CA00006379,2025-01-31,BR032,TLR-4470,C501237,cash deposit,1836.02,CAD
CA00001498,2025-01-12,BR007,TLR-4060,C501892,cash withdrawal,444.13,CAD
CA00007585,2025-01-27,BR037,TLR-6885,C501739,cash withdrawal,3312.27,CAD
CA00002226,2025-01-10,BR012,TLR-8460,C502830,cash deposit,542.07,CAD
CA00006058,2025-01-30,BR031,TLR-6369,C503165,cash withdrawal,1169.77,CAD
CA00003574,2025-01-14,BR019,TLR-3829,C502375,cash deposit,1058.64,CAD
CA00007456,2025-01-04,BR037,TLR-7209,C501471,cash withdrawal,515.91,CAD
CA00008564,2025-01-04,BR040,TLR-1188,C503758,cash withdrawal,2687.6,CAD
CA00003020,2025-01-07,BR016,TLR-8896,C502925,cash deposit,635.85,CAD
CA00002856,2025-01-27,BR015,TLR-9283,C501201,cash deposit,687.82,CAD
CA00006716,2025-01-03,BR034,TLR-5999,C502846,cash deposit,423.82,CAD
CA00006421,2025-01-20,BR032,TLR-5042,C503082,cash deposit,625.32,CAD
CA00006962,2025-01-17,BR035,TLR-2486,C501878,cash withdrawal,1366.34,CAD
CA00007971,2025-01-15,BR039,TLR-9060,C502013,cash withdrawal,532.42,CAD
CA00004173,2025-01-10,BR021,TLR-1854,C501897,cash deposit,1862.67,CAD
CA00001868,2025-01-12,BR009,TLR-1093,C501588,cash withdrawal,439.37,CAD
CA00008028,2025-01-27,BR040,TLR-9804,C500314,cash deposit,518.41,CAD
CA00002344,2025-01-03,BR012,TLR-6018,C501964,cash deposit,10062.16,CAD
CA00000731,2025-01-17,BR003,TLR-1677,C501220,cash deposit,230.32,CAD
CA00001969,2025-01-01,BR010,TLR-3748,C500379,cash withdrawal,1742.61,CAD
CA00007152,2025-01-23,BR036,TLR-2926,C503092,cash withdrawal,1038.0,CAD
CA00008348,2025-01-21,BR040,TLR-6116,C503118,cash withdrawal,2376.84,CAD
CA00001066,2025-01-16,BR005,TLR-4187,C500634,cash withdrawal,408.99,CAD
CA00005834,2025-01-05,BR030,TLR-7118,C500483,cash withdrawal,229.51,CAD
CA00002098,2025-01-09,BR011,TLR-3611,C502392,cash deposit,302.45,CAD
CA00003610,2025-01-03,BR019,TLR-4362,C502229,cash withdrawal,3235.44,CAD
CA00005316,2025-01-22,BR027,TLR-8366,C501361,cash withdrawal,1667.92,CAD
CA00003434,2025-01-17,BR017,TLR-6897,C501008,cash deposit,1310.11,CAD
CA00000827,2025-01-30,BR004,TLR-2239,C503101,cash deposit,1087.66,CAD
CA00001186,2025-01-22,BR006,TLR-7498,C502589,cash deposit,1217.43,CAD
CA00007446,2025-01-02,BR037,TLR-9397,C503753,cash withdrawal,1407.09,CAD
CA00004745,2025-01-07,BR024,TLR-7486,C503696,cash withdrawal,1376.33,CAD
CA00004812,2025-01-28,BR025,TLR-5608,C501439,cash withdrawal,-1863.48,CAD
CA00004555,2025-01-29,BR024,TLR-8502,C503994,cash deposit,476.59,CAD
CA00008182,2025-01-24,BR040,TLR-4603,C501465,cash deposit,326.49,CAD
CA00008495,2025-01-26,BR040,TLR-1368,C503002,cash withdrawal,828.68,CAD
CA00001967,2025-01-06,BR010,TLR-4186,C502489,cash deposit,455.68,CAD
CA00007730,2025-01-16,BR038,TLR-9641,C501007,cash withdrawal,349.39,CAD
CA00004227,2025-01-20,BR021,TLR-6093,C503531,cash withdrawal,383.69,CAD
CA00008645,2025-01-12,BR040,TLR-1689,C501244,cash deposit,441.8,CAD
CA00004601,2025-01-24,BR024,TLR-5045,C503479,cash deposit,1138.3,CAD
CA00003505,2025-01-30,BR018,TLR-8324,C502249,cash deposit,1031.85,CAD
CA00004231,2025-01-20,BR021,TLR-8893,C503686,cash deposit,260.82,CAD
CA00008027,2025-01-30,BR040,TLR-2781,C502546,cash deposit,416.15,CAD
CA00003617,2025-01-31,BR019,TLR-4122,C501790,cash deposit,351.55,CAD
CA00008138,2025-01-21,BR040,TLR-1623,C500138,cash withdrawal,512.29,CAD
CA00005339,2025-01-24,BR027,TLR-4000,C502723,cash withdrawal,2339.46,CAD
CA00005829,2025-01-25,BR030,TLR-5844,C500330,cash withdrawal,2845.08,CAD
CA00004202,2025-01-25,BR021,TLR-2465,C501183,cash withdrawal,340.89,CAD
CA00000038,2025-01-27,BR001,TLR-9136,C500124,cash deposit,497.24,CAD
CA00006328,2025-01-26,BR032,TLR-5165,C503448,cash withdrawal,604.08,CAD
CA00002256,2025-01-20,BR012,TLR-6151,C500150,cash withdrawal,670.71,CAD
CA00006195,2025-01-31,BR031,TLR-9626,C503914,cash deposit,216.69,CAD
CA00008399,2025-01-15,BR040,TLR-5840,C502808,cash deposit,1068.26,CAD
CA00006342,2025-01-18,BR032,TLR-4983,C502285,cash deposit,2315.53,CAD
CA00003330,2025-01-13,BR017,TLR-1239,C501852,cash withdrawal,1176.98,CAD
CA00008593,2025-01-15,BR040,TLR-2051,C501474,cash deposit,2773.6,CAD
CA00004027,2025-01-08,BR020,TLR-8666,C503575,cash deposit,1193.57,USD
CA00002447,2025-01-28,BR013,TLR-3292,C500279,cash deposit,1589.26,CAD
CA00001043,2025-01-02,BR005,TLR-7908,C500347,cash deposit,1751.91,CAD
CA00000640,2025-01-18,BR003,TLR-9142,C502977,cash deposit,1091.17,CAD
CA00001022,2025-01-27,BR005,TLR-1160,C500861,cash deposit,815.62,CAD
CA00000668,2025-01-05,BR003,TLR-9555,C503861,cash deposit,827.5,CAD
CA00001662,2025-01-12,BR008,TLR-5340,C501871,cash deposit,2421.08,CAD
CA00005592,2025-01-06,BR029,TLR-5219,C501533,cash withdrawal,1814.91,CAD
CA00005895,2025-01-09,BR030,TLR-9517,C502726,cash withdrawal,754.1,CAD
CA00000266,2025-01-21,BR001,TLR-4332,C502941,cash deposit,1237.06,CAD
CA00000925,2025-01-31,BR004,TLR-1329,C501205,cash deposit,487.15,CAD
CA00002819,2025-01-23,BR015,TLR-5814,C500022,cash withdrawal,768.13,CAD
CA00005943,2025-01-18,BR030,TLR-6376,C502607,cash deposit,1242.76,CAD
CA00003846,2025-01-09,BR019,TLR-6424,C501271,cash deposit,1189.54,CAD
CA00001102,2025-01-29,BR006,TLR-9670,C502655,cash deposit,1430.4,CAD
CA00000037,2025-01-11,BR001,TLR-5440,C503304,cash deposit,1033.16,CAD
CA00000906,2025-01-02,BR004,TLR-8281,C502052,cash withdrawal,653.31,CAD
CA00006923,2025-01-22,BR035,TLR-9488,C501473,cash withdrawal,1708.19,CAD
CA00004505,2025-01-10,BR024,TLR-1714,C501715,cash deposit,1516.68,CAD
CA00003922,2025-01-12,BR020,TLR-3273,C501779,cash deposit,557.79,USD
CA00004203,2025-01-26,BR021,TLR-7130,C503773,cash withdrawal,1192.57,CAD
CA00002480,2025-01-02,BR013,TLR-7565,C502766,cash deposit,867.78,CAD
CA00007636,2025-01-20,BR038,TLR-4529,C503452,cash deposit,887.15,CAD
CA00004451,2025-01-16,BR024,TLR-6310,C502388,cash withdrawal,490.99,CAD
CA00005579,2025-01-26,BR029,TLR-8960,C501842,cash deposit,1607.14,CAD
CA00001649,2025-01-06,BR008,TLR-7383,C502552,cash withdrawal,2314.12,CAD
CA00006096,2025-01-31,BR031,TLR-2969,C500763,cash withdrawal,316.32,CAD
CA00005836,2025-01-11,BR030,TLR-3235,C500491,cash deposit,1958.72,CAD
CA00001203,2025-01-08,BR006,TLR-3510,C500994,cash withdrawal,1155.61,CAD
CA00000376,2025-01-16,BR002,TLR-9330,C503212,cash withdrawal,-986.87,CAD
CA00007384,2025-01-21,BR037,TLR-1155,C500390,cash deposit,1856.76,CAD
CA00004217,2025-01-08,BR021,TLR-7638,C502386,cash deposit,2020.4,CAD
CA00007697,2025-01-19,BR038,TLR-9633,C500334,cash withdrawal,1326.11,CAD
CA00006578,2025-01-26,BR033,TLR-9235,C500526,cash deposit,782.14,CAD
CA00008554,2025-01-18,BR040,TLR-5663,C502099,cash deposit,2029.62,CAD
CA00003176,2025-01-18,BR016,TLR-6283,C503236,cash deposit,786.28,CAD
CA00007877,2025-01-25,BR039,TLR-4259,C501905,cash withdrawal,434.3,CAD
CA00005699,2025-01-26,BR030,TLR-4339,C500223,cash withdrawal,371.3,CAD
CA00006244,2025-01-15,BR031,TLR-6459,C503381,cash deposit,1000.3,CAD
CA00006417,2025-01-02,BR032,TLR-6410,C503018,cash deposit,1414.0,CAD
CA00001252,2025-01-09,BR006,TLR-1676,C502565,cash deposit,1090.71,CAD
CA00004786,2025-01-19,BR025,TLR-4782,C502295,cash withdrawal,-222.76,CAD
CA00000196,2025-01-20,BR001,TLR-9746,C501760,cash deposit,634.88,CAD
